,name,brand,links,price,weight,price_gr,nutritients,photo_link
164,Fruchtpapier Apfel & Erdbeere,Dörrwerk,https://www.foodist.de/doerrwerk-fruchtpapier-apfel-erdbeere-10930,"  1,50 € ",  Inhalt:  18 g ," 8,33 € / 100 g ","  Brennwert 1.333 kJ(319 kcal)   Fett 0,9 g   davon gesättigte Fettsäuren 0,3 g   Kohlenhydrate 63,0 g   davon Zucker 59,0 g   Ballaststoffe 14,0 g   Eiweiß 3,6 g   Salz 0,04 g  ",https://foodist.imgix.net/media/image/4280001516250_1rPgOAXnmC8p5b.jpg?auto=compress%2Cformat&h=60&q=20&w=60
165,Dextrose Bonbons mit Fruchtgeschmack,frufree,https://www.foodist.de/frufree-dextrose-bonbons-mit-fruchtgeschmack-10896,"  4,00 € ",  Inhalt:  90 g ," 4,44 € / 100 g ","  Brennwert 1.557 kJ(372 kcal)   Fett 0,7 g   davon gesättigte Fettsäuren 0,7 g   Kohlenhydrate 90,0 g   davon Zucker 88,0 g   Eiweiß 0,0 g   Salz 0,00 g  ",https://foodist.imgix.net/media/image/4270001476500_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
166,BIO Schokoladen Weihnachtsmann,Foodist,https://www.foodist.de/foodist-bio-schokoladen-weihnachtsmann-11231,"  4,99 € ",  Inhalt:  70 g ," 7,13 € / 100 g ","  Brennwert 2.516 kJ(599 kcal)   Fett 46,0 g   davon gesättigte Fettsäuren 29,0 g   Kohlenhydrate 43,0 g   davon Zucker 29,0 g   Eiweiß 3,1 g   Salz 0,14 g  ",https://foodist.imgix.net/media/image/foodistsanta_Shopbild_Freisteller.jpg?auto=compress%2Cformat&h=60&q=20&w=60
167,Mandeln mit Zimt & Zucker,Vista Portuguese,https://www.foodist.de/vista-portuguese-mandeln-mit-zimt-zucker-10854,"  7,90 € ",  Inhalt:  125 g ," 6,32 € / 100 g ","  Brennwert 2.022 kJ(442 kcal)   Fett 26,0 g   davon gesättigte Fettsäuren 2,0 g   Kohlenhydrate 59,0 g   davon Zucker 52,0 g   Eiweiß 11,0 g   Salz 0,00 g  ",https://foodist.imgix.net/media/image/5602132652727_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
168,"BIO Schokoladenpinguin ""snowy""",nucao,https://www.foodist.de/nucao-bio-schokoladenpinguin-snowy-11595,"  3,99 € ",  Inhalt:  60 g ," 6,65 € / 100 g ","  Brennwert 2.422 kJ(584 kcal)   Fett 44,0 g   davon gesättigte Fettsäuren 23,0 g   Kohlenhydrate 35,0 g   davon Zucker 25,0 g   Ballaststoffe 9,7 g   Eiweiß 6,7 g   Salz 0,17 g  ",https://foodist.imgix.net/media/image/Nucao_Shopbild_Pinguin_01.jpg?auto=compress%2Cformat&h=60&q=20&w=60
169,BIO Schokopops mit dunkler Schokolade und Mandel,ZAZ,https://www.foodist.de/zaz-bio-schokopops-mit-dunkler-schokolade-und-mandel-11470,"  3,49 € ",  Inhalt:  35 g ," 9,97 € / 100 g ","  Brennwert 2.154 kJ(513 kcal)   Fett 31,1 g   davon gesättigte Fettsäuren 16,1 g   Kohlenhydrate 44,4 g   davon Zucker 22,7 g   Ballaststoffe 16,0 g   Eiweiß 10,0 g   Salz 0,00 g  ",https://foodist.imgix.net/media/image/7649996005069_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
170,Kartoffelchips mit Trüffel,Zweifel,https://www.foodist.de/zweifel-kartoffelchips-mit-trueffel-10857,"  2,59 € ",  Inhalt:  70 g ," 3,70 € / 100 g ","  Brennwert 2.256 kJ(542 kcal)   Fett 35,0 g   davon gesättigte Fettsäuren 2,1 g   Kohlenhydrate 49,0 g   davon Zucker 1,2 g   Ballaststoffe 5,2 g   Eiweiß 5,3 g   Salz 1,60 g  ",https://foodist.imgix.net/media/image/7610095126900_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
171,BIO Superballs mit Erdnüssen und Kakaonibs,Superballs,https://www.foodist.de/superballs-bio-superballs-mit-erdnuessen-und-kakaonibs-11541,"  2,49 € ",  Inhalt:  48 g ," 5,19 € / 100 g ","  Brennwert 1.612 kJ(384 kcal)   Fett 15,0 g   davon gesättigte Fettsäuren 4,0 g   Kohlenhydrate 49,0 g   davon Zucker 47,0 g   Ballaststoffe 10,0 g   Eiweiß 9,0 g   Salz 0,60 g  ",https://foodist.imgix.net/media/image/4260540370032_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
172,BIO Pekannusskerne,Foodist,https://www.foodist.de/foodist-bio-pekannusskerne-11349,"  3,99 € ",  Inhalt:  100 g ," 3,99 € / 100 g ","  Brennwert 3.018 kJ(721 kcal)   Fett 72,0 g   davon gesättigte Fettsäuren 6,2 g   Kohlenhydrate 4,3 g   davon Zucker 4,0 g   Ballaststoffe 9,6 g   Eiweiß 9,2 g   Salz 0,00 g  ",https://foodist.imgix.net/media/image/4260453717696_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
173,BIO Almond Butter Bar,Foodist,https://www.foodist.de/foodist-bio-almond-butter-bar-10914,"  1,50 € ",  Inhalt:  30 g ," 5,00 € / 100 g ","  Brennwert 1.849 kJ(444 kcal)   Fett 25,0 g   davon gesättigte Fettsäuren 2,0 g   Kohlenhydrate 36,0 g   davon Zucker 32,0 g   Ballaststoffe 12,0 g   Eiweiß 13,0 g   Salz 0,10 g  ",https://foodist.imgix.net/media/image/4260453717221_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
174,Schokobrezeln,Foodist,https://www.foodist.de/foodist-schokobrezeln-10249,"  14,95 € ",  Inhalt:  500 g ," 2,99 € / 100 g ","  Brennwert 1.879 kJ(448 kcal)   Fett 16,0 g   davon gesättigte Fettsäuren 6,4 g   Kohlenhydrate 55,0 g   davon Zucker 1,1 g   Ballaststoffe 0,0 g   Eiweiß 7,9 g   Salz 2,20 g  ",https://foodist.imgix.net/media/image/4260453716279_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
175,"Bonbons ""Vanillezauber""",Delica,https://www.foodist.de/delica-bonbons-vanillezauber-11445,"  4,99 € ",  Inhalt:  70 g ," 7,13 € / 100 g ","  Brennwert 1.668 kJ(393 kcal)   Fett 0,1 g   davon gesättigte Fettsäuren 0,1 g   Kohlenhydrate 97,8 g   davon Zucker 59,8 g   Eiweiß 0,1 g   Salz 0,00 g  ",https://foodist.imgix.net/media/image/4013149156787_150.jpg?auto=compress%2Cformat&h=60&q=20&w=60
176,BIO Vegane Schokolade mit Kokosmilch,Naturata,https://www.foodist.de/naturata-bio-vegane-schokolade-mit-kokosmilch-11475,"  3,49 € ",  Inhalt:  100 g ," 3,49 € / 100 g ","  Brennwert 2.490 kJ(599 kcal)   Fett 45,0 g   davon gesättigte Fettsäuren 30,0 g   Kohlenhydrate 41,0 g   davon Zucker 37,0 g   Eiweiß 5,0 g   Salz 0,15 g  ",https://foodist.imgix.net/media/image/4024297016779_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
177,Kakaobohnen mit Schokolade,PURmacherei,https://www.foodist.de/purmacherei-kakaobohnen-mit-schokolade-11382,"  3,49 € ",  Inhalt:  50 g ," 6,98 € / 100 g ","  Brennwert 2.366 kJ(568 kcal)   Fett 42,0 g   davon gesättigte Fettsäuren 25,0 g   Kohlenhydrate 32,0 g   davon Zucker 25,0 g   Ballaststoffe 14,0 g   Eiweiß 12,0 g   Salz 0,00 g  ",https://foodist.imgix.net/media/image/4260670510315_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
178,"BIO Riegel mit Hafer, Datteln & Kokosnuss",Pumpkin Organics,https://www.foodist.de/pumpkin-organics-bio-riegel-mit-hafer-datteln-kokosnuss-10983,"  0,99 € ",  Inhalt:  20 g ," 4,95 € / 100 g ","  Brennwert 1.700 kJ(406 kcal)   Fett 16,0 g   davon gesättigte Fettsäuren 6,1 g   Kohlenhydrate 55,0 g   davon Zucker 17,0 g   Ballaststoffe 11,0 g   Eiweiß 5,5 g   Salz 0,01 g  ",https://foodist.imgix.net/media/image/4260526592656_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
179,BIO vegane Schokopralinen mit Himbeer-Cashew Füllung,Lini's Bites,https://www.foodist.de/lini-s-bites-bio-vegane-schokopralinen-mit-himbeer-cashew-fuellung-11048,"  2,80 € ",  Inhalt:  46 g ," 6,09 € / 100 g ","  Brennwert 1.876 kJ(449 kcal)   Fett 23,0 g   davon gesättigte Fettsäuren 9,1 g   Kohlenhydrate 49,1 g   davon Zucker 33,2 g   Ballaststoffe 6,6 g   Eiweiß 8,0 g   Salz 0,02 g  ",https://foodist.imgix.net/media/image/4270001544346_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
180,BIO vegane Schokopralinen mit Cashew-Kokos-Füllung,Lini's Bites,https://www.foodist.de/lini-s-bites-bio-vegane-schokopralinen-mit-cashew-kokos-fuellung-11050,"  2,80 € ",  Inhalt:  46 g ," 6,09 € / 100 g ","  Brennwert 1.929 kJ(462 kcal)   Fett 24,0 g   davon gesättigte Fettsäuren 9,6 g   Kohlenhydrate 47,4 g   davon Zucker 27,2 g   Ballaststoffe 9,7 g   Eiweiß 7,6 g   Salz 0,07 g  ",https://foodist.imgix.net/media/image/4270001544353_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
181,"BIO Schokoriegel mit gerösteten Haselnüssen ""Heavenly Hazel""",Chokay,https://www.foodist.de/chokay-bio-schokoriegel-mit-geroesteten-haselnuessen-heavenly-hazel-11507,"  3,99 € ",  Inhalt:  70 g ," 5,70 € / 100 g ","  Brennwert 2.145 kJ(513 kcal)   Fett 43,2 g   davon gesättigte Fettsäuren 18,0 g   Kohlenhydrate 7,6 g   davon Zucker 4,3 g   Ballaststoffe 38,0 g   Eiweiß 7,2 g   Salz 0,03 g  ",https://foodist.imgix.net/media/image/8718481612347_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
182,"BIO vegane Schokoladentafel ""Voll ohne Muh"" Haselnuss Crunch",MYLKCHOCY,https://www.foodist.de/mylkchocy-bio-vegane-schokoladentafel-voll-ohne-muh-haselnuss-crunch-9264,"  3,50 € ",  Inhalt:  60 g ," 5,83 € / 100 g ","  Brennwert 2.776 kJ(667 kcal)   Fett 58,0 g   davon gesättigte Fettsäuren 38,0 g   Kohlenhydrate 27,0 g   davon Zucker 22,0 g   Eiweiß 7,6 g   Salz 0,09 g  ",https://foodist.imgix.net/media/image/4033773010729_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
183,"BIO vegane Schokoladentafel ""Voll ohne Muh"" Pure Freude",MYLKCHOCY,https://www.foodist.de/mylkchocy-bio-vegane-schokoladentafel-voll-ohne-muh-pure-freude-9265,"  3,50 € ",  Inhalt:  60 g ," 5,83 € / 100 g ","  Brennwert 2.752 kJ(661 kcal)   Fett 57,0 g   davon gesättigte Fettsäuren 39,0 g   Kohlenhydrate 27,0 g   davon Zucker 22,0 g   Eiweiß 7,4 g   Salz 0,10 g  ",https://foodist.imgix.net/media/image/4033773010705_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
184,"BIO vegane ""Mylky"" Schokolade",bett'r,https://www.foodist.de/bett-r-bio-vegane-mylky-schokolade-11211,"  2,90 € ",  Inhalt:  60 g ," 4,83 € / 100 g ","  Brennwert 2.282 kJ(548 kcal)   Fett 38,0 g   davon gesättigte Fettsäuren 24,0 g   Kohlenhydrate 44,0 g   davon Zucker 31,0 g   Eiweiß 6,9 g   Salz 0,01 g  ",https://foodist.imgix.net/media/image/3800233680591_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
185,Pea Chili Lime Snack,Vaya,https://www.foodist.de/vaya-pea-chili-lime-snack-11331,"  2,95 € ",  Inhalt:  80 g ," 3,69 € / 100 g ","  Brennwert 1.675 kJ(401 kcal)   Fett 14,0 g   davon gesättigte Fettsäuren 1,1 g   Kohlenhydrate 42,0 g   davon Zucker 7,6 g   Ballaststoffe 13,0 g   Eiweiß 20,0 g   Salz 1,40 g  ",https://foodist.imgix.net/media/image/7610095245601_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
186,Gefriergetrocknete Erdbeeren in Zartbitterschokolade 500g,Foodist,https://www.foodist.de/foodist-gefriergetrocknete-erdbeeren-in-zartbitterschokolade-500g-10468,"  9,95 € ",  Inhalt:  500 g ," 1,99 € / 100 g ","  Brennwert 2.161 kJ(518 kcal)   Fett 31,0 g   davon gesättigte Fettsäuren 19,0 g   Kohlenhydrate 51,0 g   davon Zucker 48,0 g   Ballaststoffe 7,5 g   Eiweiß 4,7 g   Salz 0,01 g  ",https://foodist.imgix.net/media/image/4260453716620_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
187,"Pistazien in der Schale, geröstet, mit Pfeffer und Salz 500g",Foodist,https://www.foodist.de/foodist-pistazien-in-der-schale-geroestet-mit-pfeffer-und-salz-500g-10178,"  15,95 € ",  Inhalt:  500 g ," 3,19 € / 100 g ","  Brennwert 2.540 kJ(615 kcal)   Fett 55,0 g   davon gesättigte Fettsäuren 6,8 g   Kohlenhydrate 2,2 g   davon Zucker 0,4 g   Ballaststoffe 14,0 g   Eiweiß 22,0 g   Salz 2,10 g  ",https://foodist.imgix.net/media/image/4260453716224_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
188,"Schokomandeln, leicht gesalzen 500g",Foodist,https://www.foodist.de/foodist-schokomandeln-leicht-gesalzen-500g-10467,"  9,95 € ",  Inhalt:  500 g ," 1,99 € / 100 g ","  Brennwert 2.268 kJ(545 kcal)   Fett 35,0 g   davon gesättigte Fettsäuren 14,0 g   Kohlenhydrate 46,0 g   davon Zucker 43,0 g   Ballaststoffe 7,0 g   Eiweiß 8,1 g   Salz 0,37 g  ",https://foodist.imgix.net/media/image/4260453716644_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
189,BIO Zartbitterschokolade mit Kakaonibs,Lovechock,https://www.foodist.de/lovechock-bio-zartbitterschokolade-mit-kakaonibs-10819,"  2,90 € ",  Inhalt:  40 g ," 7,25 € / 100 g ","  Brennwert 2.674 kJ(646 kcal)   Fett 55,0 g   davon gesättigte Fettsäuren 33,0 g   Kohlenhydrate 26,0 g   davon Zucker 16,0 g   Ballaststoffe 7,8 g   Eiweiß 8,1 g   Salz 0,04 g  ",https://foodist.imgix.net/media/image/8718421150052_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
190,BIO vegane Schokopralinen mit Erdnussmus Füllung,Lini's Bites,https://www.foodist.de/lini-s-bites-bio-vegane-schokopralinen-mit-erdnussmus-fuellung-11051,"  2,80 € ",  Inhalt:  46 g ," 6,09 € / 100 g ","  Brennwert 1.958 kJ(469 kcal)   Fett 26,7 g   davon gesättigte Fettsäuren 8,1 g   Kohlenhydrate 42,9 g   davon Zucker 31,4 g   Ballaststoffe 5,6 g   Eiweiß 11,5 g   Salz 0,35 g  ",https://foodist.imgix.net/media/image/4270001544339_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
191,Schokoliertes Edelmarzipan Brot,Sawade,https://www.foodist.de/sawade-schokoliertes-edelmarzipan-brot-4921,"  5,99 € ",  Inhalt:  125 g ," 4,79 € / 100 g ","  Brennwert 2.057 kJ(493 kcal)   Fett 31,2 g   davon gesättigte Fettsäuren 7,8 g   Kohlenhydrate 39,2 g   davon Zucker 37,6 g   Eiweiß 9,7 g   Salz 0,02 g  ",https://foodist.imgix.net/media/image/4000569922672_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
192,"BIO Schokolade ""Schoko Schamane Chai""",mind sweets,https://www.foodist.de/mind-sweets-bio-schokolade-schoko-schamane-chai-10662,"  4,50 € ",  Inhalt:  50 g ," 9,00 € / 100 g ","  Brennwert 2.461 kJ(591 kcal)   Fett 41,1 g   davon gesättigte Fettsäuren 25,6 g   Kohlenhydrate 48,1 g   davon Zucker 38,7 g   Eiweiß 7,1 g   Salz 0,11 g  ",https://foodist.imgix.net/media/image/4260240068086_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
193,"BIO Schokolade ""Schoko Schamane""",mind sweets,https://www.foodist.de/mind-sweets-bio-schokolade-schoko-schamane-10661,"  4,20 € ",  Inhalt:  50 g ," 8,40 € / 100 g ","  Brennwert 2.470 kJ(593 kcal)   Fett 41,4 g   davon gesättigte Fettsäuren 25,8 g   Kohlenhydrate 48,1 g   davon Zucker 38,7 g   Eiweiß 7,1 g   Salz 0,11 g  ",https://foodist.imgix.net/media/image/4260240068000_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
194,"BIO veganer Schokoladenriegel ""Voll ohne Muh"" Pure Freude",MYLKCHOCY,https://www.foodist.de/mylkchocy-bio-veganer-schokoladenriegel-voll-ohne-muh-pure-freude-10798,"  1,50 € ",  Inhalt:  20 g ," 7,50 € / 100 g ","  Brennwert 2.736 kJ(656 kcal)   Fett 56,0 g   davon gesättigte Fettsäuren 36,0 g   Kohlenhydrate 29,0 g   davon Zucker 24,0 g   Eiweiß 7,5 g   Salz 0,10 g  ",https://foodist.imgix.net/media/image/4270001913647_1UYhHx68KDklJG.jpg?auto=compress%2Cformat&h=60&q=20&w=60
195,BIO Fruchtgummi Coala Weihnachtsbärchen,mind sweets,https://www.foodist.de/mind-sweets-bio-fruchtgummi-coala-weihnachtsbaerchen-11033,"  2,90 € ",  Inhalt:  75 g ," 3,87 € / 100 g ","  Brennwert 1.362 kJ(321 kcal)   Fett 0,2 g   davon gesättigte Fettsäuren 0,2 g   Kohlenhydrate 78,0 g   davon Zucker 40,0 g   Ballaststoffe 2,4 g   Eiweiß 0,0 g   Salz 0,89 g  ",https://foodist.imgix.net/media/image/4260240066655_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
196,Schoko Crunchies Vollm*lch Zimt,Foodist,https://www.foodist.de/foodist-schoko-crunchies-vollm-lch-zimt-11137,"  13,90 € ",  Inhalt:  500 g ," 2,78 € / 100 g ","  Brennwert 1.812 kJ(431 kcal)   Fett 19,2 g   davon gesättigte Fettsäuren 11,1 g   Kohlenhydrate 70,6 g   davon Zucker 2,6 g   Ballaststoffe 2,2 g   Eiweiß 3,7 g   Salz 0,71 g  ",https://foodist.imgix.net/media/image/4260453717603_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
197,Schoko Brezel Crunchies,Foodist,https://www.foodist.de/foodist-schoko-brezel-crunchies-11136,"  13,90 € ",  Inhalt:  500 g ," 2,78 € / 100 g ","  Brennwert 1.840 kJ(436 kcal)   Fett 21,0 g   davon gesättigte Fettsäuren 11,5 g   Kohlenhydrate 67,0 g   davon Zucker 3,3 g   Ballaststoffe 2,8 g   Eiweiß 5,7 g   Salz 1,43 g  ",https://foodist.imgix.net/media/image/4260453717597_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
198,BIO Nut Butter Cup Salty Peanut,Foodist,https://www.foodist.de/foodist-bio-nut-butter-cup-salty-peanut-11196,"  2,50 € ",  Inhalt:  30 g ," 8,33 € / 100 g ","  Brennwert 2.509 kJ(599 kcal)   Fett 47,0 g   davon gesättigte Fettsäuren 23,0 g   Kohlenhydrate 30,0 g   davon Zucker 22,0 g   Eiweiß 12,2 g   Salz 0,49 g  ",https://foodist.imgix.net/media/image/4260453717535_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
199,BIO Nut Butter Cup Creamy Hazelnut,Foodist,https://www.foodist.de/foodist-bio-nut-butter-cup-creamy-hazelnut-11197,"  2,50 € ",  Inhalt:  30 g ," 8,33 € / 100 g ","  Brennwert 2.498 kJ(597 kcal)   Fett 47,0 g   davon gesättigte Fettsäuren 22,0 g   Kohlenhydrate 37,0 g   davon Zucker 26,0 g   Eiweiß 4,9 g   Salz 0,18 g  ",https://foodist.imgix.net/media/image/4260453717542_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
200,Veganes Fruchtgummi - Moltebeere mit Brombeere,Wally & Whiz,https://www.foodist.de/wally-whiz-veganes-fruchtgummi-moltebeere-mit-brombeere-10886,"  8,50 € ",  Inhalt:  140 g ," 6,07 € / 100 g ","  Brennwert 1.432 kJ(342 kcal)   Fett 0,2 g   davon gesättigte Fettsäuren 0,2 g   Kohlenhydrate 93,0 g   davon Zucker 59,0 g   Eiweiß 0,1 g   Salz 0,10 g  ",https://foodist.imgix.net/media/image/5713471005324_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
201,BIO Rohkostriegel mit Maulbeeren und Vanille,Roo'bar Riegel,https://www.foodist.de/roo-bar-riegel-bio-rohkostriegel-mit-maulbeeren-und-vanille-11209,"  1,95 € ",  Inhalt:  30 g ," 6,50 € / 100 g ","  Brennwert 1.506 kJ(359 kcal)   Fett 14,0 g   davon gesättigte Fettsäuren 2,4 g   Kohlenhydrate 49,0 g   davon Zucker 33,0 g   Ballaststoffe 6,2 g   Eiweiß 7,6 g   Salz 0,03 g  ",https://foodist.imgix.net/media/image/3800225478670_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
202,"Mandelschnitte mit Zartbitterschokolade und Cranberries, glutenfrei",KOUKÈE,https://www.foodist.de/koukee-mandelschnitte-mit-zartbitterschokolade-und-cranberries-glutenfrei-11173,"  2,90 € ",  Inhalt:  35 g ," 8,29 € / 100 g ","  Brennwert 774 kJ(187 kcal)   Fett 13,3 g   davon gesättigte Fettsäuren 3,9 g   Kohlenhydrate 10,6 g   davon Zucker 8,4 g   Ballaststoffe 4,2 g   Eiweiß 4,0 g   Salz 0,06 g  ",https://foodist.imgix.net/media/image/202109_Koukee_Shopbild_DarkPleasures.jpg?auto=compress%2Cformat&h=60&q=20&w=60
203,BIO Fruchtgummi Berliner Braune Brause Bären,mind sweets,https://www.foodist.de/mind-sweets-bio-fruchtgummi-berliner-braune-brause-baeren-11115,"  2,95 € ",  Inhalt:  75 g ," 3,93 € / 100 g ","  Brennwert 1.362 kJ(321 kcal)   Fett 0,2 g   davon gesättigte Fettsäuren 0,2 g   Kohlenhydrate 78,0 g   davon Zucker 40,0 g   Ballaststoffe 2,4 g   Eiweiß 0,0 g   Salz 0,89 g  ",https://foodist.imgix.net/media/image/202109_FSB_Shop_BerlinerBrauneBrauseBaeren.jpg?auto=compress%2Cformat&h=60&q=20&w=60
204,BIO Dattel Snack mit Haselnuss-Kakaocreme und Schokolade,coconilla,https://www.foodist.de/coconilla-bio-dattel-snack-mit-haselnuss-kakaocreme-und-schokolade-10592,"  2,99 € ",  Inhalt:  42 g ," 7,12 € / 100 g ","  Brennwert 1.791 kJ(429 kcal)   Fett 21,8 g   davon gesättigte Fettsäuren 10,2 g   Kohlenhydrate 45,8 g   davon Zucker 31,5 g   Ballaststoffe 10,1 g   Eiweiß 6,7 g   Salz 0,13 g  ",https://foodist.imgix.net/media/image/4270000873621_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
205,Veganes Fruchtgummi - Holunderblüte mit Blaubeere,Wally & Whiz,https://www.foodist.de/wally-whiz-veganes-fruchtgummi-holunderbluete-mit-blaubeere-11025,"  7,90 € ",  Inhalt:  140 g ," 5,64 € / 100 g ","  Brennwert 1.432 kJ(342 kcal)   Fett 0,2 g   davon gesättigte Fettsäuren 0,2 g   Kohlenhydrate 83,0 g   davon Zucker 59,0 g   Eiweiß 0,1 g   Salz 0,10 g  ",https://foodist.imgix.net/media/image/5713471003047_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
206,BIO Cacao & Walnut Cookie,Foodist,https://www.foodist.de/foodist-bio-cacao-walnut-cookie-10913,"  1,90 € ",  Inhalt:  50 g ," 3,80 € / 100 g ","  Brennwert 2.032 kJ(488 kcal)   Fett 29,0 g   davon gesättigte Fettsäuren 15,0 g   Kohlenhydrate 41,0 g   davon Zucker 18,0 g   Ballaststoffe 9,7 g   Eiweiß 11,0 g   Salz 0,08 g  ",https://foodist.imgix.net/media/image/4260453717245_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
207,BIO Nut Butter Ball Cranberry & Pistachio,Foodist,https://www.foodist.de/foodist-bio-nut-butter-ball-cranberry-pistachio-10001,"  1,45 € ",  Inhalt:  30 g ," 4,83 € / 100 g ","  Brennwert 1.650 kJ(393 kcal)   Fett 18,0 g   davon gesättigte Fettsäuren 4,0 g   Kohlenhydrate 51,0 g   davon Zucker 44,0 g   Ballaststoffe 6,0 g   Eiweiß 10,0 g   Salz 0,00 g  ",https://foodist.imgix.net/media/image/4260453716033_1HmwwDeea4EYBr.jpg?auto=compress%2Cformat&h=60&q=20&w=60
208,BIO Frucht-Nussriegel mit Paranüssen,Taste of Nature,https://www.foodist.de/taste-of-nature-bio-frucht-nussriegel-mit-paranuessen-11376,"  2,49 € ",  Inhalt:  40 g ," 6,23 € / 100 g ","  Brennwert 2.015 kJ(482 kcal)   Fett 27,0 g   davon gesättigte Fettsäuren 4,2 g   Kohlenhydrate 49,0 g   davon Zucker 28,0 g   Eiweiß 14,0 g   Salz 0,00 g  ",https://foodist.imgix.net/media/image/059527601559_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
209,BIO Frucht-Nussriegel mit Kokosnuss,Taste of Nature,https://www.foodist.de/taste-of-nature-bio-frucht-nussriegel-mit-kokosnuss-11375,"  2,49 € ",  Inhalt:  40 g ," 6,23 € / 100 g ","  Brennwert 2.170 kJ(519 kcal)   Fett 34,0 g   davon gesättigte Fettsäuren 14,0 g   Kohlenhydrate 47,0 g   davon Zucker 23,0 g   Eiweiß 13,0 g   Salz 0,04 g  ",https://foodist.imgix.net/media/image/059527801553_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
210,BIO Frucht-Nussriegel mit Erdnüssen,Taste of Nature,https://www.foodist.de/taste-of-nature-bio-frucht-nussriegel-mit-erdnuessen-11373,"  2,49 € ",  Inhalt:  40 g ," 6,23 € / 100 g ","  Brennwert 2.433 kJ(585 kcal)   Fett 40,0 g   davon gesättigte Fettsäuren 6,3 g   Kohlenhydrate 33,0 g   davon Zucker 13,0 g   Eiweiß 20,0 g   Salz 0,35 g  ",https://foodist.imgix.net/media/image/059527201551_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
211,BIO Apfelchips Natur,Dörrwerk,https://www.foodist.de/doerrwerk-bio-apfelchips-natur-10931,"  2,50 € ",  Inhalt:  40 g ," 6,25 € / 100 g ","  Brennwert 1.432 kJ(342 kcal)   Fett 0,6 g   davon gesättigte Fettsäuren 0,3 g   Kohlenhydrate 72,0 g   davon Zucker 70,0 g   Ballaststoffe 11,0 g   Eiweiß 2,0 g   Salz 0,02 g  ",https://foodist.imgix.net/media/image/4280001516663_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
