,product,brand,weight,links,price,price_gr,nutritions,photo_link
127,"Frucht & Nuss Riegel - Vanille, Beere & Chia - 40g",Heimatgut,- 40g,https://kokku-online.de/heimatgut-frucht-und-nuss-riegel-vanille-beere-und-chia/,1.99 €,4.98€/100g,"Brennwert1625 kJ / 388 kcalFett15g- davon gesättigte Fettsäuren2,1gKohlenhydrate49g- davon Zucker39gEiweiß9,4gSalz0,03g",https://kokku-online.de//bilder/350x350/15225/heimatgut-frucht-und-nuss-riegel-vanille-beere-und-chia.auto
128,Frucht & Nuss Riegel - Kokos Cashew - 40g,Heimatgut,- 40g,https://kokku-online.de/heimatgut-frucht-und-nuss-riegel-kokos-cashew/,bisher 1.99 €,4.48€/100g,"Brennwert1887 kJ / 452 kcalFett25g- davon gesättigte Fettsäuren13gKohlenhydrate44g- davon Zucker36gEiweiß8.3gSalz0,01g",https://kokku-online.de//bilder/350x350/15224/heimatgut-frucht-und-nuss-riegel-kokos-cashew.auto
129,Frucht & Nuss Riegel - Dattel Kakao - 40g,Heimatgut,- 40g,https://kokku-online.de/heimatgut-frucht-und-nuss-riegel-dattel-kakao/,1.99 €,4.98€/100g,"Brennwert1703 kJ / 407 kcalFett17g- davon gesättigte Fettsäuren2.9gKohlenhydrate48g- davon Zucker35gEiweiß11gSalz0,02g",https://kokku-online.de//bilder/350x350/15223/heimatgut-frucht-und-nuss-riegel-dattel-kakao.auto
130,Erdnüsse geröstet & gesalzen - 150g,Heimatgut,- 150g,https://kokku-online.de/heimatgut-erdnusskerne/,2.49 €,1.66€/100g,"Brennwert2570 kJ / 620 kcalFett50,5g- davon gesättigte Fettsäuren9,9gKohlenhydrate11,8g- davon Zucker5,5gEiweiß25,7gSalz1,2g",https://kokku-online.de//bilder/350x350/15222/heimatgut-erdnusskerne.auto
131,Erdnuss Quinoa Flips - 115g,Heimatgut,- 115g,https://kokku-online.de/heimatgut-erdnuss-quinoa-flips/,2.49 €,2.17€/100g,"Brennwert1868 kJ / 446 kcalFett20g- davon gesättigte Fettsäuren2.4gKohlenhydrate55g- davon Zucker0,7gEiweiß9.9gSalz1.3g",https://kokku-online.de//bilder/350x350/15194/heimatgut-erdnuss-quinoa-flips.auto
132,Erdnuss Hafer Flips - 115g,Heimatgut,- 115g,https://kokku-online.de/heimatgut-erdnuss-hafer-flips/,2.49 €,2.17€/100g,"Brennwert1941 kJ / 463 kcalFett20g- davon gesättigte Fettsäuren3,1gKohlenhydrate58g- davon Zucker0,009gEiweiß10gSalz0,72g",https://kokku-online.de//bilder/350x350/15195/heimatgut-erdnuss-hafer-flips.auto
133,Erdnuss Flips - 115g,Heimatgut,- 115g,https://kokku-online.de/heimatgut-erdnuss-flips/,2.49 €,2.17€/100g,"Brennwert2031 kJ / 485 kcalFett26,7g- davon gesättigte Fettsäuren3,5gKohlenhydrate44,3g- davon Zucker1gEiweiß13,7gSalz1,8g",https://kokku-online.de//bilder/350x350/15196/heimatgut-erdnuss-flips.auto
134,Blumenbrot MAXI °Buchweizen° - 300g,le pain des fleurs,- 300g,https://kokku-online.de/le-pain-des-fleurs-blumenbrot-maxi-buchweizen/,5.69 €,18.97€/kg,"Brennwert1643 kJ / 388 kcalFett2,8g- davon gesättigte Fettsäuren0,6gKohlenhydrate74,8g- davon Zucker1,9gEiweiß13gSalz0,82g",https://kokku-online.de//bilder/350x350/16048/le-pain-des-fleurs-blumenbrot-maxi-buchweizen.auto
135,Blumenbrot °Kastanie° Knusprige Schnitten - 150g,le pain des fleurs,- 150g,https://kokku-online.de/le-pain-des-fleurs-blumenbrot-kastanien-knusprige-schnitten/,3.69 €,2.46€/100g,"Brennwert1628 kJ / 384 kcalFett1,6g- davon gesättigte Fettsäuren0,4gKohlenhydrate83,5g- davon Zucker9,3gEiweiß6,5gSalz0,58g",https://kokku-online.de//bilder/350x350/15784/le-pain-des-fleurs-blumenbrot-kastanien-knusprige-schnitten.auto
136,Blumenbrot ohne Salz & Zucker °Buchweizen° Knusprige Schnitten - 150g,le pain des fleurs,- 150g,https://kokku-online.de/le-pain-des-fleurs-blumenbrot-buchweizen-ohne-salz-und-zucker-kn/,2.99 €,1.99€/100g,"Brennwert1653 kJ / 391 kcalFett2,7g- davon gesättigte Fettsäuren0,6gKohlenhydrate75,2g- davon Zucker1,1gEiweiß13,4gSalz0,01g",https://kokku-online.de//bilder/350x350/15775/le-pain-des-fleurs-blumenbrot-buchweizen-ohne-salz-und-zucker-kn.auto
137,Blumenbrot °Quinoa° Knusprige Schnitten - 150g,le pain des fleurs,- 150g,https://kokku-online.de/le-pain-des-fleurs-blumenbrot-quinoa-knusprige-schnitten/,3.99 €,2.66€/100g,"Brennwert1678 kJ / 397 kcalFett4,6g- davon gesättigte Fettsäuren0,6gKohlenhydrate77g- davon Zucker2,4gEiweiß9,6gSalz0,78g",https://kokku-online.de//bilder/350x350/15788/le-pain-des-fleurs-blumenbrot-quinoa-knusprige-schnitten.auto
138,Blumenbrot °Mehrkorn° Knusprige Schnitten - 150g,le pain des fleurs,- 150g,https://kokku-online.de/le-pain-des-fleurs-blumenbrot-mehrkorn-knusprige-schnitten/,2.99 €,1.99€/100g,"Brennwert1531 kJ / 363 kcalFett2,3g- davon gesättigte Fettsäuren0,5gKohlenhydrate74,8g- davon Zucker0,7gEiweiß9,1gSalz0,59g",https://kokku-online.de//bilder/350x350/15787/le-pain-des-fleurs-blumenbrot-mehrkorn-knusprige-schnitten.auto
139,Blumenbrot °Kakao° Knusprige Schnitten - 160g,le pain des fleurs,- 160g,https://kokku-online.de/le-pain-des-fleurs-blumenbrot-kakao-knusprige-schnitten/,3.69 €,2.31€/100g,"Brennwert1669 kJ / 394 kcalFett2,3g- davon gesättigte Fettsäuren1gKohlenhydrate83,3g- davon Zucker15gEiweiß7,7gSalz0,06g",https://kokku-online.de//bilder/350x350/15783/le-pain-des-fleurs-blumenbrot-kakao-knusprige-schnitten.auto
140,Blumenbrot °Kokos° Knusprige Schnitten - 150g,le pain des fleurs,- 150g,https://kokku-online.de/le-pain-des-fleurs-blumenbrot-kokos-knusprige-schnitten/,3.69 €,2.46€/100g,"Brennwert1889 kJ / 449 kcalFett12,9g- davon gesättigte Fettsäuren11,9gKohlenhydrate74g- davon Zucker4,9gEiweiß7,7gSalz0,02g",https://kokku-online.de//bilder/350x350/15786/le-pain-des-fleurs-blumenbrot-kokos-knusprige-schnitten.auto
141,Blumenbrot °Zwiebel° Knusprige Schnitten - 150g,le pain des fleurs,- 150g,https://kokku-online.de/le-pain-des-fleurs-blumenbrot-zwiebel/,3.19 €,2.13€/100g,"Brennwert1572 kJ / 371 kcalFett1,4g- davon gesättigte Fettsäuren0,4gKohlenhydrate79g- davon Zucker1,8gEiweiß9gSalz1,4g",https://kokku-online.de//bilder/350x350/15792/le-pain-des-fleurs-blumenbrot-zwiebel.auto
142,Blumenbrot °Hafer° Knusprige Schnitten - 150g,le pain des fleurs,- 150g,https://kokku-online.de/le-pain-des-fleurs-blumenbrot-hafer-knusprige-schnitten/,3.09 €,2.06€/100g,"Brennwert1621 kJ / 33 kcalFett3,7g- davon gesättigte Fettsäuren0,7gKohlenhydrate76,2g- davon Zucker0,1gEiweiß8,3gSalz0,62g",https://kokku-online.de//bilder/350x350/15778/le-pain-des-fleurs-blumenbrot-hafer-knusprige-schnitten.auto
143,Blumenbrot °Kichererbsen° Knusprige Schnitten - 150g,le pain des fleurs,- 150g,https://kokku-online.de/le-pain-des-fleurs-blumenbrot-kichererbsen-knusprige-schnitten/,3.19 €,2.13€/100g,"Brennwert1596 kJ / 378 kcalFett3,9g- davon gesättigte Fettsäuren0,6gKohlenhydrate66,8g- davon Zucker1,6gEiweiß14,8gSalz0,48g",https://kokku-online.de//bilder/350x350/15785/le-pain-des-fleurs-blumenbrot-kichererbsen-knusprige-schnitten.auto
144,Blumenbrot °Grüne Linsen° Knusprige Schnitten - 150g,le pain des fleurs,- 150g,https://kokku-online.de/le-pain-des-fleurs-blumenbrot-gruene-linsen-knusprige-schnitten/,3.19 €,2.13€/100g,"Brennwert1567 kJ / 370 kcalFett1,2g- davon gesättigte Fettsäuren0,4gKohlenhydrate69,5g- davon Zucker1,1gEiweiß18,1gSalz0,6g",https://kokku-online.de//bilder/350x350/15777/le-pain-des-fleurs-blumenbrot-gruene-linsen-knusprige-schnitten.auto
145,Blumenbrot °Schwarzer Reis° Knusprige Schnitten - 150g,le pain des fleurs,- 150g,https://kokku-online.de/le-pain-des-fleurs-blumenbrot-schwarzer-reis-knusprige-schnitten/,3.19 €,2.13€/100g,"Brennwert1576 kJ / 372 kcalFett2,6g- davon gesättigte Fettsäuren0,6gKohlenhydrate74,8g- davon Zucker0,8gEiweiß9,6gSalz0,6g",https://kokku-online.de//bilder/350x350/15791/le-pain-des-fleurs-blumenbrot-schwarzer-reis-knusprige-schnitten.auto
146,Togo Feinbitter Schokolade 65% - 100g,Naturata,- 100g,https://kokku-online.de/naturata-togo-feinbitter-schokolade-65/,3.29 €,3.29€/100g,"Brennwert2357 kJ / 568 kcalFett40g- davon gesättigte Fettsäuren24gKohlenhydrate39g- davon Zucker34gEiweiß7,9gSalz<0,02g",https://kokku-online.de//bilder/350x350/15581/naturata-togo-feinbitter-schokolade-65.auto
147,Beerenfrüchtchen 1.25kg - zuckerreduziert - 1.25kg,ÖKOVITAL,- 1.25kg,https://kokku-online.de/oekovital-beerenfruechtchen-125kg-zuckerreduziert/,17.99 €,14.39€/kg,"Brennwert1359 kJ / 320 kcalFett0,15g- davon gesättigte Fettsäuren0,15gKohlenhydrate77g- davon Zucker40gEiweiß0,0gSalz0,89g",https://kokku-online.de//bilder/350x350/15402/oekovital-beerenfruechtchen-125kg-zuckerreduziert.auto
148,Himbeere für Dich - 90g,Landgarten,- 90g,https://kokku-online.de/landgarten-himbeere-fuer-dich/,3.99 €,4.43€/100g,"Brennwert519 kJ / 2158 kcalFett35g- davon gesättigte Fettsäuren21gKohlenhydrate39g- davon Zucker37gEiweiß6,2gSalz0,01g",https://kokku-online.de//bilder/350x350/15330/landgarten-himbeere-fuer-dich.auto
149,Amarenakirsche für Dich - 90g,Landgarten,- 90g,https://kokku-online.de/landgarten-kirsche-fuer-dich/,3.99 €,4.43€/100g,"Brennwert2175 kJ / 523 kcalFett34g- davon gesättigte Fettsäuren21gKohlenhydrate44g- davon Zucker41gEiweiß5,4gSalz0,03g",https://kokku-online.de//bilder/350x350/15329/landgarten-kirsche-fuer-dich.auto
150,Ingwer Kokos Nuss Mix - 50g,Landgarten,- 50g,https://kokku-online.de/landgarten-ingwer-kokos-nuss-mix/,1.69 €,3.38€/100g,"Brennwert2210 kJ / 532 kcalFett38g- davon gesättigte Fettsäuren18gKohlenhydrate36g- davon Zucker26gEiweiß10gSalz0,03g",https://kokku-online.de//bilder/350x350/15339/landgarten-ingwer-kokos-nuss-mix.auto
151,°Fruit & Nut° Schokolade - 80g,Moo Free,- 80g,https://kokku-online.de/moo-free-fruit-und-nut-schokolade/,2.89 €,3.61€/100g,Brennwert2197 kJ / 527 kcalFett30g- davon gesättigte Fettsäuren18gKohlenhydrate56g- davon Zucker42gEiweiß3gSalz0g,https://kokku-online.de//bilder/350x350/14907/moo-free-fruit-und-nut-schokolade.auto
152,°Crunchy Caramel Orange° Schokolade - 80g,Moo Free,- 80g,https://kokku-online.de/moo-free-crunchy-caramel-orange-schokolade/,2.89 €,3.61€/100g,Brennwert2224 kJ / 533 kcalFett30g- davon gesättigte Fettsäuren18gKohlenhydrate60g- davon Zucker42gEiweiß2.9gSalz0g,https://kokku-online.de//bilder/350x350/14905/moo-free-crunchy-caramel-orange-schokolade.auto
153,Weiße Schoko Buttons - 25g,Moo Free,- 25g,https://kokku-online.de/moo-free-weisse-schoko-drops/,0.99 €,3.96€/100g,Brennwert2410 kJ / 578 kcalFett36g- davon gesättigte Fettsäuren22gKohlenhydrate60g- davon Zucker41gEiweiß1.8gSalz0g,https://kokku-online.de//bilder/350x350/14908/moo-free-weisse-schoko-drops.auto
154,Schneemann weiß - 32g,Moo Free,- 32g,https://kokku-online.de/moo-free-schneemann-weiss/,1.39 €,4.34€/100g,Brennwert2410 kJ / 578 kcalFett36g- davon gesättigte Fettsäuren22gKohlenhydrate60g- davon Zucker41gEiweiß1.8gSalz0g,https://kokku-online.de//bilder/350x350/14904/moo-free-schneemann-weiss.auto
155,Schmunzel Nikolaus weiß - 40g,Heidi Chocolate,- 40g,https://kokku-online.de/heidi-chocolate-schmunzel-nikolaus-weiss/,3.19 €,7.98€/100g,"Brennwert2532 kJ / 605 kcalFett42g- davon gesättigte Fettsäuren24gKohlenhydrate56g- davon Zucker46gEiweiß1,1gSalz0,25g",https://kokku-online.de//bilder/350x350/14928/heidi-chocolate-schmunzel-nikolaus-weiss.auto
156,Adventskalender °zuckerreduziert° - 110g,Plamil,- 110g,https://kokku-online.de/plamil-smooth-adventskalender-zuckerreduziert/,5.99 €,5.45€/100g,"Brennwert2527 kJ / 611 kcalFett45g- davon gesättigte Fettsäuren28gKohlenhydrate24g- davon Zucker3,9gEiweiß6,5gSalz0,03g",https://kokku-online.de//bilder/350x350/12135/plamil-smooth-adventskalender-zuckerreduziert.auto
157,°Rudi Rentier° Gebrannte Mandeln mit Sesam - 50g,Govinda,- 50g,https://kokku-online.de/govinda-rudi-rentier-sesam-mandeln/,2.99 €,5.98€/100g,"Brennwert2207 kJ / 527 kcalFett38g- davon gesättigte Fettsäuren3,5gKohlenhydrate33g- davon Zucker28gEiweiß16gSalz<0,01g",https://kokku-online.de//bilder/350x350/18807/govinda-rudi-rentier-sesam-mandeln.auto
158,°Weihnachtswunder° - 70g,Zotter,- 70g,https://kokku-online.de/zotter-weihnachtswunder/,3.59 €,5.13€/100g,"Brennwert2525 kJ / 609 kcalFett48g- davon gesättigte Fettsäuren37gKohlenhydrate28g- davon Zucker23gEiweiß11gSalz0,3g",https://kokku-online.de//bilder/350x350/14726/zotter-weihnachtswunder.auto
159,°Süße Weihnachtsgrüße° Handgeschöpfte Schokolade Haselnussnougat mit Krokant - 70g,Zotter,- 70g,https://kokku-online.de/zotter-suesse-weihnachtsgruesse-handgeschoepfte-schokolade-hasel/,3.69 €,5.27€/100g,"Brennwert2372 kJ / 571 kcalFett41g- davon gesättigte Fettsäuren16gKohlenhydrate44g- davon Zucker39gEiweiß7,2gSalz0,16g",https://kokku-online.de//bilder/350x350/12003/zotter-suesse-weihnachtsgruesse-handgeschoepfte-schokolade-hasel.auto
160,°Jingle Bells Rock° Handgeschöpfte Schokolade Marzipan & Rotwein (alkoholisch) - 70g,Zotter,- 70g,https://kokku-online.de/zotter-jingle-bells-rock-handgeschoepfte-schokolade-marzipan-und/,3.69 €,5.27€/100g,"Brennwert1999 kJ / 484 kcalFett33g- davon gesättigte Fettsäuren17gKohlenhydrate35g- davon Zucker29gEiweiß7,4gSalz0,19g",https://kokku-online.de//bilder/350x350/12014/zotter-jingle-bells-rock-handgeschoepfte-schokolade-marzipan-und.auto
161,°Glücksstücke° - 70g,Zotter,- 70g,https://kokku-online.de/zotter-gluecksstuecke/,3.69 €,5.27€/100g,"Brennwert2451 kJ / 588 kcalFett42g- davon gesättigte Fettsäuren27gKohlenhydrate45g- davon Zucker36gEiweiß4,8gSalz0,19g",https://kokku-online.de//bilder/350x350/14817/zotter-gluecksstuecke.auto
162,STERN mit Haselnusskrokant in Geschenkverpackung - 100g,Zotter,- 100g,https://kokku-online.de/zotter-stern-mit-haselnusskrokant-in-geschenkverpackung/,7.59 €,7.59€/100g,"Brennwert2347 kJ / 566 kcalFett39g- davon gesättigte Fettsäuren22gKohlenhydrate43g- davon Zucker36gEiweiß7,5gSalz0,22g",https://kokku-online.de//bilder/350x350/12028/zotter-stern-mit-haselnusskrokant-in-geschenkverpackung.auto
163,Nashis Edler Adventskalender - 168g,Zotter,- 168g,https://kokku-online.de/zotter-nashis-adventskalender/,23.49 €,13.98€/100g,"Brennwert2414 kJ / 583 kcalFett42g- davon gesättigte Fettsäuren26gKohlenhydrate42g- davon Zucker34gEiweiß6,2gSalz0,24g",https://kokku-online.de//bilder/350x350/14724/zotter-nashis-adventskalender.auto
164,Nashis Christbaumschmuck Variation Vegane Schokolade - 70g,Zotter,- 70g,https://kokku-online.de/zotter-nashis-christbaumschmuck-variation-vegane-schokolade/,6.29 €,8.99€/100g,"Brennwert2415 kJ / 577 kcalFett38g- davon gesättigte Fettsäuren23gKohlenhydrate57g- davon Zucker46gEiweiß1,0gSalz0,16g",https://kokku-online.de//bilder/350x350/18916/zotter-nashis-christbaumschmuck-variation-vegane-schokolade.auto
165,HERZ mit Walnussnougat in Geschenkverpackung - 100g,Zotter,- 100g,https://kokku-online.de/zotter-mi-xing-herz-mit-walnussnougat-in-geschenkverpackung/,7.59 €,7.59€/100g,"Brennwert2393 kJ / 578 kcalFett41g- davon gesättigte Fettsäuren24gKohlenhydrate40g- davon Zucker34gEiweiß7,9gSalz0,23g",https://kokku-online.de//bilder/350x350/14722/zotter-mi-xing-herz-mit-walnussnougat-in-geschenkverpackung.auto
166,HERZ mit Haselnusskrokant in Geschenkverpackung - 100g,Zotter,- 100g,https://kokku-online.de/zotter-herz-mit-haselnusskrokant-in-geschenkverpackung/,7.59 €,7.59€/100g,"Brennwert2355 kJ / 568 kcalFett37g- davon gesättigte Fettsäuren21gKohlenhydrate54g- davon Zucker41gEiweiß4gSalz0,23g",https://kokku-online.de//bilder/350x350/14718/zotter-herz-mit-haselnusskrokant-in-geschenkverpackung.auto
167,Knabberhanf Hot & Sweet - 100g,Hanf & Natur,- 100g,https://kokku-online.de/hanf-und-natur-knabberhanf-hot-und-sweet/,2.19 €,2.19€/100g,"Brennwert1899 kJ / 457 kcalFett23,7g- davon gesättigte Fettsäuren2,6gKohlenhydrate30,8g- davon Zucker30,8gEiweiß17,6gSalz0,6g",https://kokku-online.de//bilder/350x350/14807/hanf-und-natur-knabberhanf-hot-und-sweet.auto
168,Knabberhanf Cappuccino - 100g,Hanf & Natur,- 100g,https://kokku-online.de/hanf-und-natur-knabberhanf-cappuccino/,2.19 €,2.19€/100g,"Brennwert1899 kJ / 457 kcalFett23,7g- davon gesättigte Fettsäuren2,6gKohlenhydrate30,8g- davon Zucker30,8gEiweiß17,6gSalz0,6g",https://kokku-online.de//bilder/350x350/14809/hanf-und-natur-knabberhanf-cappuccino.auto
169,Knabberhanf Hot & Spicy - 100g,Hanf & Natur,- 100g,https://kokku-online.de/hanf-und-natur-knabberhanf-hot-und-spicy/,2.19 €,2.19€/100g,"Brennwert1884 kJ / 456 kcalFett3,6g- davon gesättigte Fettsäuren3,1gKohlenhydrate7,4g- davon Zucker6,6gEiweiß20,2gSalz0,4g",https://kokku-online.de//bilder/350x350/14808/hanf-und-natur-knabberhanf-hot-und-spicy.auto
170,Knabberhanf Süss - 100g,Hanf & Natur,- 100g,https://kokku-online.de/hanf-und-natur-knabberhanf-suess/,2.19 €,2.19€/100g,"Brennwert1899 kJ / 457 kcalFett23,7g- davon gesättigte Fettsäuren2,6gKohlenhydrate30,8g- davon Zucker30,8gEiweiß17,6gSalz0,6g",https://kokku-online.de//bilder/350x350/14805/hanf-und-natur-knabberhanf-suess.auto
171,Knabberhanf Salz & Kräuter - 100g,Hanf & Natur,- 100g,https://kokku-online.de/hanf-und-natur-knabberhanf-salz-und-kraeuter/,2.19 €,2.19€/100g,"Brennwert1884 kJ / 456 kcalFett19,6g- davon gesättigte Fettsäuren3,2gKohlenhydrate7,4g- davon Zucker6,6gEiweiß20,2gSalz0,4g",https://kokku-online.de//bilder/350x350/14806/hanf-und-natur-knabberhanf-salz-und-kraeuter.auto
172,Marzipan Konfekt °Rudi° - 34g,Rosengarten,- 34g,https://kokku-online.de/rosengarten-marzipan-konfekt-rudi/,1.89 €,5.56€/100g,"Brennwert1963 kJ / 470 kcalFett25,5g- davon gesättigte Fettsäuren5,7gKohlenhydrate47,9g- davon Zucker46,3gEiweiß9gSalz0g",https://kokku-online.de//bilder/350x350/14738/rosengarten-marzipan-konfekt-rudi.auto
173,Schokotäfelchen 3er-Set - 120g,Cocoa Libre,- 120g,https://kokku-online.de/cocoa-libre-schokotaefelchen-3er-set-mhd-31-12-2021/,bisher 6.99 €,5.58€/100g,"Brennwert2260 kJ / 539 kcalFett35,1g- davon gesättigte Fettsäuren21gKohlenhydrate45,5g- davon Zucker42,9gEiweiß5,2gSalz<1g",https://kokku-online.de//bilder/350x350/14667/cocoa-libre-schokotaefelchen-3er-set.auto
174,Dunkle Schokolade Orange & Ingwer - 100g,Cocoa Libre,- 100g,https://kokku-online.de/cocoa-libre-dunkle-schokolade-orange-und-ingwer/,bisher 4.99 €,4.89€/100g,"Brennwert2260 kJ / 539 kcalFett35,1g- davon gesättigte Fettsäuren21gKohlenhydrate45,5g- davon Zucker42,9gEiweiß5,2gSalz<1g",https://kokku-online.de//bilder/350x350/14662/cocoa-libre-dunkle-schokolade-orange-und-ingwer.auto
175,Dattel Spekulatius Konfekt °Hanna° - 34g,Rosengarten,- 34g,https://kokku-online.de/rosengarten-dattel-spekulatius-konfekt-hanna/,1.89 €,5.56€/100g,"Brennwert1672 kJ / 400 kcalFett16,8g- davon gesättigte Fettsäuren4,9gKohlenhydrate51,9g- davon Zucker47,5gEiweiß5,1gSalz<0,07g",https://kokku-online.de//bilder/350x350/14608/rosengarten-dattel-spekulatius-konfekt-hanna.auto
176,Ecuador Edelbitter Schokolade 70% - 100g,Naturata,- 100g,https://kokku-online.de/naturata-ecuador-edelbitter-schokolade-70/,3.29 €,3.29€/100g,"Brennwert2340 kJ / 565 kcalFett41g- davon gesättigte Fettsäuren25gKohlenhydrate34g- davon Zucker29gEiweiß9gSalz<0,02g",https://kokku-online.de//bilder/350x350/14425/naturata-ecuador-edelbitter-schokolade-70.auto
177,Indien Feinbitter Schokolade 85% - 100g,Naturata,- 100g,https://kokku-online.de/naturata-indien-feinbitter-schokolade-85/,3.49 €,3.49€/100g,"Brennwert2540 kJ / 614 kcalFett52g- davon gesättigte Fettsäuren32gKohlenhydrate20g- davon Zucker14gEiweiß10gSalz<0,02g",https://kokku-online.de//bilder/350x350/14424/naturata-indien-feinbitter-schokolade-85.auto
178,Bolivien Edelbitter Schokolade 95% - 80g,Naturata,- 80g,https://kokku-online.de/naturata-bolivien-edelbitter-schokolade-95/,3.29 €,4.11€/100g,"Brennwert2670 kJ / 647 kcalFett59g- davon gesättigte Fettsäuren36gKohlenhydrate11g- davon Zucker3,7gEiweiß11gSalz<0,02g",https://kokku-online.de//bilder/350x350/14423/naturata-bolivien-edelbitter-schokolade-95.auto
179,Pecan Pie - 40g,Pri's Puddings,- 40g,https://kokku-online.de/pries-puddings-pecan-pie/,2.49 €,6.23€/100g,"Brennwert1736 kJ / 415 kcalFett17,3g- davon gesättigte Fettsäuren12,5gKohlenhydrate62,5g- davon Zucker31,5gEiweiß7gSalz<0,1g",https://kokku-online.de//bilder/350x350/14421/pries-puddings-pecan-pie.auto
180,Choco Pie - 40g,Pri's Puddings,- 40g,https://kokku-online.de/pries-puddings-choco-pie/,2.49 €,6.23€/100g,"Brennwert1883 kJ / 450 kcalFett30,3g- davon gesättigte Fettsäuren24,3gKohlenhydrate42,3g- davon Zucker16,3gEiweiß7,3gSalz<0,1g",https://kokku-online.de//bilder/350x350/14420/pries-puddings-choco-pie.auto
181,Cashew Pie - 40g,Pri's Puddings,- 40g,https://kokku-online.de/pries-puddings-cashew-pie/,2.49 €,6.23€/100g,"Brennwert1935 kJ / 463 kcalFett29,8g- davon gesättigte Fettsäuren12,5gKohlenhydrate38,8g- davon Zucker11,8gEiweiß11,8gSalz<0,1g",https://kokku-online.de//bilder/350x350/14419/pries-puddings-cashew-pie.auto
182,Crunchy Coconut Schokoriegel - 35g,Vivani,- 35g,https://kokku-online.de/vivani-crunchy-coconut-schokoriegel/,0.99 €,2.83€/100g,"Brennwert2562 kJ / 617 kcalFett46,9g- davon gesättigte Fettsäuren33,5gKohlenhydrate41,8g- davon Zucker35,7gEiweiß3,4gSalz< 0,03g",https://kokku-online.de//bilder/350x350/12806/vivani-crunchy-coconut-schokoriegel.auto
183,Dark & Creamy Schokoriegel - 35g,Vivani,- 35g,https://kokku-online.de/vivani-dark-und-creamy-schokoriegel/,0.99 €,2.83€/100g,"Brennwert2481 kJ / 598 kcalFett44,9g- davon gesättigte Fettsäuren27,3gKohlenhydrate39,7g- davon Zucker36gEiweiß4,8gSalz0,01g",https://kokku-online.de//bilder/350x350/12805/vivani-dark-und-creamy-schokoriegel.auto
184,Coole Lollies Wassereis °Bunter Mix° - 300ml,Fredo's,- 300ml,https://kokku-online.de/fredos-coole-lollies/,2.59 €,8.63€/l,"Brennwert240 kJ / 57 kcalFett<0,5g- davon gesättigte Fettsäuren<0,1gKohlenhydrate13,4g- davon Zucker12,6gEiweiß<0,5gSalz<0,01g",https://kokku-online.de//bilder/350x350/17054/fredos-coole-lollies.auto
185,COaLA Bärchen - 75g,mind sweets,- 75g,https://kokku-online.de/mind-sweets-coala-baerchen/,2.39 €,3.19€/100g,"Brennwert1362 kJ / 321 kcalFett0,15g- davon gesättigte Fettsäuren0,15gKohlenhydrate78g- davon Zucker40gEiweiß0gSalz0,89g",https://kokku-online.de//bilder/350x350/14080/mind-sweets-coala-baerchen.auto
186,Mini Moos °White° Schoko Riegel - 20g,Moo Free,- 20g,https://kokku-online.de/moo-free-mini-moos-white-schoko-riegel/,0.99 €,4.95€/100g,Brennwert2411 kJ / 578 kcalFett36g- davon gesättigte Fettsäuren21gKohlenhydrate60g- davon Zucker41gEiweiß2gSalz0g,https://kokku-online.de//bilder/350x350/15275/moo-free-mini-moos-white-schoko-riegel.auto
187,Veggie Vanilli Mellows vegane Marshmallows - 90g,ÖKOVITAL,- 90g,https://kokku-online.de/oekovital-veggie-vanilli-mellows-vegane-marshmallows/,2.39 €,2.66€/100g,"Brennwert1411 kJ / 332 kcalFett<0,5g- davon gesättigte Fettsäuren<0,1gKohlenhydrate81g- davon Zucker69gEiweiß0,5gSalz0,2g",https://kokku-online.de//bilder/350x350/13477/oekovital-veggie-vanilli-mellows-vegane-marshmallows.auto
188,Fruttini Bär - 100g,ÖKOVITAL,- 100g,https://kokku-online.de/oekovital-fruttini-baer-100g/,1.59 €,1.59€/100g,"Brennwert1458 kJ / 343 kcalFett0g- davon gesättigte Fettsäuren0gKohlenhydrate85g- davon Zucker72gEiweiß0,2gSalz0,2g",https://kokku-online.de//bilder/350x350/13398/oekovital-fruttini-baer-100g.auto
189,Beerenfrüchtchen - zuckerreduziert - 80g,ÖKOVITAL,- 80g,https://kokku-online.de/oekovital-bio-beerenfruechtchen-80g-zuckerreduziert/,1.59 €,1.99€/100g,"Brennwert1359 kJ / 320 kcalFett0,15g- davon gesättigte Fettsäuren0,15gKohlenhydrate77g- davon Zucker40gEiweiß0,0gSalz0,89g",https://kokku-online.de//bilder/350x350/13137/oekovital-bio-beerenfruechtchen-80g-zuckerreduziert.auto
190,Cola Bottles - zuckerreduziert - 80g,ÖKOVITAL,- 80g,https://kokku-online.de/oekovital-cola-bottles-80g-zuckerreduziert/,1.59 €,1.99€/100g,"Brennwert1450 kJ / 341 kcalFett0,15g- davon gesättigte Fettsäuren0,15gKohlenhydrate84,2g- davon Zucker33gEiweiß0,0gSalz<0,2g",https://kokku-online.de//bilder/350x350/13396/oekovital-cola-bottles-80g-zuckerreduziert.auto
