,product,brand,weight,links,price,price_gr,nutritions,photo_link
275,Cocos Creme Zartbitter Schokolade gefüllt - 100g,Rapunzel,- 100g,https://kokku-online.de/rapunzel-kocos-creme-zartbitter-schokolade-gefuellt/,2.09 €,2.09€/100g,"Brennwert2363 kJ / 568 kcalFett38,39g- davon gesättigte Fettsäuren24,95gKohlenhydrate48,9g- davon Zucker43,7gEiweiß4,14gSalz0,025g",https://kokku-online.de//bilder/350x350/10963/rapunzel-kocos-creme-zartbitter-schokolade-gefuellt.auto
276,Riegel Guarana Schoko Kokos - 40g,Lubs,- 40g,https://kokku-online.de/lubs-riegel-guarana-schoko-kokos/,1.19 €,2.98€/100g,"Brennwert1774 kJ / 425 kcalFett21g- davon gesättigte Fettsäuren13gKohlenhydrate47g- davon Zucker42gEiweiß6gSalz0,07g",https://kokku-online.de//bilder/350x350/10815/lubs-riegel-guarana-schoko-kokos.auto
277,Haselnuss Konfekt - 80g,Lubs,- 80g,https://kokku-online.de/lubs-haselnuss-konfekt/,2.69 €,3.36€/100g,"Brennwert1757 kJ / 421 kcalFett21,6g- davon gesättigte Fettsäuren1,6gKohlenhydrate47,7g- davon Zucker47gEiweiß5,0gSalz0,01g",https://kokku-online.de//bilder/350x350/18764/lubs-haselnuss-konfekt.auto
278,White Almond Bliss - 50g,Vego Chocolate,- 50g,https://kokku-online.de/vego-chocolate-white-almond-bliss/,1.99 €,3.98€/100g,"Brennwert2350 kJ / 567 kcalFett41g- davon gesättigte Fettsäuren17gKohlenhydrate35g- davon Zucker35gEiweiß6gSalz0,22g",https://kokku-online.de//bilder/350x350/10781/vego-chocolate-white-almond-bliss.auto
279,BioBis °Choc° Doppelkeks Schokolade - 300g,Pural,- 300g,https://kokku-online.de/pural-biobis-choc-doppelkeks-schokolade/,2.29 €,7.63€/kg,"Brennwert2008 kJ / 479 kcalFett20g- davon gesättigte Fettsäuren8,9gKohlenhydrate67g- davon Zucker25gEiweiß6,1gSalz0,58g",https://kokku-online.de//bilder/350x350/10586/pural-biobis-choc-doppelkeks-schokolade.auto
280,Bagels °Pizza° - 100g,go4raw,- 100g,https://kokku-online.de/go4raw-bagels-pizza/,1.39 €,1.39€/100g,"Brennwert1697 kJ / 404 kcalFett13,5g- davon gesättigte Fettsäuren11,5gKohlenhydrate59,2g- davon Zucker4,6gEiweiß10,4gSalz0,9g",https://kokku-online.de//bilder/350x350/10707/go4raw-bagels-pizza.auto
281,Bunte Schokolinsen GROßPACK - 1kg,Clarana,- 1kg,https://kokku-online.de/clarana-bunte-schokolinsen-grosspack/,18.99 €,18.99€/kg,"Brennwert1902 kJ / 453 kcalFett14g- davon gesättigte Fettsäuren9gKohlenhydrate77g- davon Zucker69gEiweiß3,4gSalz0,06g",https://kokku-online.de//bilder/350x350/10641/clarana-bunte-schokolinsen-grosspack.auto
282,Happy Bear Bärchen - 75g,mind sweets,- 75g,https://kokku-online.de/mind-sweets-happy-bear-baerchen/,1.89 €,2.52€/100g,"Brennwert1365 kJ / 321 kcalFett0,1g- davon gesättigte Fettsäuren0,1gKohlenhydrate78g- davon Zucker57gEiweiß0gSalz0,2g",https://kokku-online.de//bilder/350x350/10650/mind-sweets-happy-bear-baerchen.auto
283,°Frühlingszauber° Schoko Schamane - 50g,mind sweets,- 50g,https://kokku-online.de/mind-sweets-fruehlingszauber-schoko-schamane/,3.79 €,7.58€/100g,"Brennwert2470 kJ / 593 kcalFett41,4g- davon gesättigte Fettsäuren25,8gKohlenhydrate48,1g- davon Zucker38,7gEiweiß7,1gSalz0,11g",https://kokku-online.de//bilder/350x350/10652/mind-sweets-fruehlingszauber-schoko-schamane.auto
284,Weißes Konfekt °Mandel Tonka Nougat° - 96g,Bernsteinzimmer,- 96g,https://kokku-online.de/bernsteinzimmer-weisses-konfekt-mandel-tonka-nougat/,9.99 €,10.41€/100g,"Brennwert2434,6 kJ / 581,9 kcalFett21g- davon gesättigte Fettsäuren11,4gKohlenhydrate44,2g- davon Zucker41,3gEiweiß10,1gSalz0,12g",https://kokku-online.de//bilder/350x350/10614/bernsteinzimmer-weisses-konfekt-mandel-tonka-nougat.auto
285,Konfekt °Award Gewinner Silber° in Geschenkbox - 90g,Bernsteinzimmer,- 90g,https://kokku-online.de/bernsteinzimmer-konfekt-geschenkbox-„award-gewinner“/,14.99 €,16.66€/100g,"Brennwert2425,5 kJ / 579,7 kcalFett40,2g- davon gesättigte Fettsäuren13,7gKohlenhydrate36,5g- davon Zucker30,2gEiweiß7,8gSalz0,22g",https://kokku-online.de//bilder/350x350/10613/bernsteinzimmer-konfekt-geschenkbox-„award-gewinner“.auto
286,Schoko Schamane - 50g,mind sweets,- 50g,https://kokku-online.de/mind-sweets-schoko-schamane/,3.79 €,7.58€/100g,"Brennwert2470 kJ / 593 kcalFett41,4g- davon gesättigte Fettsäuren25,8gKohlenhydrate48,1g- davon Zucker38,7gEiweiß7,1gSalz0,11g",https://kokku-online.de//bilder/350x350/10545/mind-sweets-schoko-schamane.auto
287,Ingwer Glücksbärchen - 100g,Sonnentor,- 100g,https://kokku-online.de/sonnentor-ingwer-gluecksbaerchen/,2.39 €,2.39€/100g,"Brennwert1392 kJ / 328 kcalFett0,2g- davon gesättigte Fettsäuren0,1gKohlenhydrate80g- davon Zucker59gEiweiß0,1gSalz0,21g",https://kokku-online.de//bilder/350x350/10518/sonnentor-ingwer-gluecksbaerchen.auto
288,Schakalotta - Creme Kakao Riegel - 100g,Vantastic Foods,- 100g,https://kokku-online.de/vantastic-foods-schakalotta-creme-kakao-riegel/,3.29 €,3.29€/100g,"Brennwert2290 kJ / 547 kcalFett36g- davon gesättigte Fettsäuren20gKohlenhydrate57g- davon Zucker42gEiweiß2,3gSalz0,25g",https://kokku-online.de//bilder/350x350/16214/vantastic-foods-schakalotta-creme-kakao-riegel.auto
289,Kinderriegel Starry Inca - 20g,go4raw,- 20g,https://kokku-online.de/go4raw-kinderriegel-starry-inca/,bisher 0.99 €,4.45€/100g,"Brennwert1483 kJ / 351 kcalFett2,7g- davon gesättigte Fettsäuren1,2gKohlenhydrate70g- davon Zucker44gEiweiß7,3gSalz0,01g",https://kokku-online.de//bilder/350x350/10355/go4raw-kinderriegel-starry-inca.auto
290,Kinderriegel Snappy Choco - 20g,go4raw,- 20g,https://kokku-online.de/kinderriegel-snappy-choco/,bisher 0.99 €,4.45€/100g,"Brennwert1500 kJ / 355 kcalFett2,25g- davon gesättigte Fettsäuren0,66gKohlenhydrate72g- davon Zucker44gEiweiß6,66gSalz0,01g",https://kokku-online.de//bilder/350x350/10354/kinderriegel-snappy-choco.auto
291,Riegel °Ginger - Zen!° - 25g,go4raw,- 25g,https://kokku-online.de/go4raw-riegel-ginger-zen/,0.99 €,3.96€/100g,"Brennwert1756 kJ / 419 kcalFett16,2g- davon gesättigte Fettsäuren13,6gKohlenhydrate55g- davon Zucker38gEiweiß9,2gSalz0,01g",https://kokku-online.de//bilder/350x350/10367/go4raw-riegel-ginger-zen.auto
292,Riegel °Sunflower & Sesam-Tahini° - 25g,go4raw,- 25g,https://kokku-online.de/go4raw-riegel-sunflower-und-sesame/,0.99 €,3.96€/100g,"Brennwert1885 kJ / 449 kcalFett17,5g- davon gesättigte Fettsäuren2,3gKohlenhydrate57g- davon Zucker26gEiweiß12,3gSalz0,02g",https://kokku-online.de//bilder/350x350/10365/go4raw-riegel-sunflower-und-sesame.auto
293,Ayurveda Fruchtschnitte - 40g,Rapunzel,- 40g,https://kokku-online.de/rapunzel-ayurveda-fruchtschnitte/,1.19 €,2.98€/100g,"Brennwert1474 kJ / 351 kcalFett11g- davon gesättigte Fettsäuren2,6gKohlenhydrate54g- davon Zucker52gEiweiß4,5gSalz0,06g",https://kokku-online.de//bilder/350x350/10352/rapunzel-ayurveda-fruchtschnitte.auto
294,Vegane Gummi Bärchen - 75g,SOBO,- 75g,https://kokku-online.de/sobo-vegane-gummi-baerchen/,1.49 €,1.99€/100g,"Brennwert1203 kJ / 287 kcalFett0g- davon gesättigte Fettsäuren0gKohlenhydrate55g- davon Zucker41gEiweiß1,2gSalz0,17g",https://kokku-online.de//bilder/350x350/10304/sobo-vegane-gummi-baerchen.auto
295,Brasilien Feinbitter Schokolade 70% - 80g,Naturata,- 80g,https://kokku-online.de/naturata-brasilien-feinbitter-schokolade-70-kakao/,3.29 €,4.11€/100g,"Brennwert2390 kJ / 577 kcalFett43g- davon gesättigte Fettsäuren27gKohlenhydrate34g- davon Zucker29gEiweiß8gSalz0,02g",https://kokku-online.de//bilder/350x350/10244/naturata-brasilien-feinbitter-schokolade-70-kakao.auto
296,Karibik Edelbitter Schokolade 90% - 100g,Naturata,- 100g,https://kokku-online.de/naturata-edelbitter-schokolade-karibik-90-kakao/,3.29 €,3.29€/100g,"Brennwert2590 kJ / 627 kcalFett55g- davon gesättigte Fettsäuren34gKohlenhydrate15g- davon Zucker9gEiweiß11gSalz<0,1g",https://kokku-online.de//bilder/350x350/10243/naturata-edelbitter-schokolade-karibik-90-kakao.auto
297,Mini Mandel Spekulatius - 150g,Vegan Bakery,- 150g,https://kokku-online.de/vegan-bakery-mini-mandel-spekulatius/,2.49 €,1.66€/100g,"Brennwert2019 kJ / 482 kcalFett22g- davon gesättigte Fettsäuren8,0gKohlenhydrate61g- davon Zucker34gEiweiß7,9gSalz0,5g",https://kokku-online.de//bilder/350x350/10221/vegan-bakery-mini-mandel-spekulatius.auto
298,Mini Schoko Spekulatius - 150g,Vegan Bakery,- 150g,https://kokku-online.de/vegan-bakery-mini-schoko-spekulatius/,2.49 €,1.66€/100g,"Brennwert2045 kJ / 488 kcalFett23g- davon gesättigte Fettsäuren12gKohlenhydrate63g- davon Zucker29gEiweiß6,3gSalz0,47g",https://kokku-online.de//bilder/350x350/10219/vegan-bakery-mini-schoko-spekulatius.auto
299,Mini Gewürz Spekulatius - 150g,Vegan Bakery,- 150g,https://kokku-online.de/vegan-bakery-mini-gewuerz-spekulatius/,2.49 €,1.66€/100g,"Brennwert1959 kJ / 466 kcalFett18g- davon gesättigte Fettsäuren8,6gKohlenhydrate70g- davon Zucker25gEiweiß6,3gSalz0,57g",https://kokku-online.de//bilder/350x350/10217/vegan-bakery-mini-gewuerz-spekulatius.auto
300,Cookies 'n Cream - 200g,Vegan Bakery,- 200g,https://kokku-online.de/vegan-bakery-cookie-n-cream/,2.49 €,1.25€/100g,"Brennwert2069 kJ / 494 kcalFett23g- davon gesättigte Fettsäuren12gKohlenhydrate68g- davon Zucker38gEiweiß3,3gSalz0,91g",https://kokku-online.de//bilder/350x350/10241/vegan-bakery-cookie-n-cream.auto
301,Coconut Clouds - 200g,Vegan Bakery,- 200g,https://kokku-online.de/vegan-bakery-coconut-clouds/,2.49 €,1.25€/100g,"Brennwert2226 kJ / 533 kcalFett30g- davon gesättigte Fettsäuren19gKohlenhydrate60g- davon Zucker32gEiweiß3,9gSalz0,63g",https://kokku-online.de//bilder/350x350/10240/vegan-bakery-coconut-clouds.auto
302,Vegane Choco Cookies - 200g,Vegan Bakery,- 200g,https://kokku-online.de/vegan-bakery-vegane-choco-cookies/,2.49 €,1.25€/100g,"Brennwert2169 kJ / 519 kcalFett27g- davon gesättigte Fettsäuren13gKohlenhydrate62g- davon Zucker28gEiweiß6,5gSalz0,16g",https://kokku-online.de//bilder/350x350/10248/vegan-bakery-vegane-choco-cookies.auto
303,Caramel Cookies & Dunkle Schokolade City Tour - 200g,Vegan Bakery,- 200g,https://kokku-online.de/vegan-bakery-caramel-cookies-und-dunkle-schokolade-cit/,2.49 €,1.25€/100g,"Brennwert2076 kJ / 496 kcalFett25g- davon gesättigte Fettsäuren13gKohlenhydrate61g- davon Zucker31gEiweiß5,9gSalz0,56g",https://kokku-online.de//bilder/350x350/10224/vegan-bakery-caramel-cookies-und-dunkle-schokolade-cit.auto
304,Süße Lakritz °Stangen° - 75g,Candy Tree,- 75g,https://kokku-online.de/candy-tree-suesse-lakritz-stangen/,1.99 €,2.65€/100g,"Brennwert1498 kJ / 353 kcalFett0,2g- davon gesättigte Fettsäuren0,1gKohlenhydrate85,4g- davon Zucker41,4gEiweiß2,1gSalz0,2g",https://kokku-online.de//bilder/350x350/10177/candy-tree-suesse-lakritz-stangen.auto
305,Konfekt °Die Besten° (Nougat-Lieblinge) - 120g,Bernsteinzimmer,- 120g,https://kokku-online.de/bernsteinzimmer-edle-konfekt-schachtel-nougat-lieblinge/,19.99 €,16.66€/100g,"Brennwert2547,2 kJ / 608,4 kcalFett32,6g- davon gesättigte Fettsäuren15,4gKohlenhydrate46,3g- davon Zucker37,7gEiweiß9,5gSalz0,3g",https://kokku-online.de//bilder/350x350/10051/bernsteinzimmer-edle-konfekt-schachtel-nougat-lieblinge.auto
306,Soy Jerky Hot & Spicy - 70g,Vantastic Foods,- 70g,https://kokku-online.de/vantastic-foods-soy-jerky-hot-und-spicy/,2.99 €,4.27€/100g,"Brennwert1135 kJ / 270 kcalFett7,3g- davon gesättigte Fettsäuren5,0gKohlenhydrate30g- davon Zucker30gEiweiß19gSalz2,05g",https://kokku-online.de//bilder/350x350/10048/vantastic-foods-soy-jerky-hot-und-spicy.auto
307,Weihnachts-Bärchen °Chor° - 75g,mind sweets,- 75g,https://kokku-online.de/mind-sweets-weihnachts-baerchen-chor/,2.59 €,3.45€/100g,"Brennwert1365 kJ / 321 kcalFett0,1g- davon gesättigte Fettsäuren0,1gKohlenhydrate78g- davon Zucker57gEiweiß0gSalz<0,2g",https://kokku-online.de//bilder/350x350/9835/mind-sweets-weihnachts-baerchen-chor.auto
308,Adventskalender Weiße Schokolade - 110g,Plamil,- 110g,https://kokku-online.de/plamil-adventskalender-weisse-schokolade/,5.99 €,5.45€/100g,"Brennwert2651 kJ / 638 kcalFett48,8g- davon gesättigte Fettsäuren29,2gKohlenhydrate48,7g- davon Zucker26gEiweiß0,9gSalz0,1g",https://kokku-online.de//bilder/350x350/9949/plamil-adventskalender-weisse-schokolade.auto
309,Nougat Lebkuchen Taler - 150g,rosmarin BIOBACK,- 150g,https://kokku-online.de/rosmarin-bioback-nougat-lebkuchen-taler/,4.39 €,2.93€/100g,"Brennwert1628 kJ / 388 kcalFett15g- davon gesättigte Fettsäuren9,3gKohlenhydrate54g- davon Zucker32gEiweiß5,3gSalz0,005g",https://kokku-online.de//bilder/350x350/9979/rosmarin-bioback-nougat-lebkuchen-taler.auto
310,Reis Quinoa Crisp Schokolade - 100g,Naturata,- 100g,https://kokku-online.de/naturata-reis-quinoa-crisp-schokolade/,2.59 €,2.59€/100g,"Brennwert2430 kJ / 584 kcalFett40,0g- davon gesättigte Fettsäuren24,0gKohlenhydrate52,0g- davon Zucker37,0gEiweiß3gSalz0,21g",https://kokku-online.de//bilder/350x350/9921/naturata-reis-quinoa-crisp-schokolade.auto
311,Winter-Buddha-Bärchen °Höhle° - 75g,mind sweets,- 75g,https://kokku-online.de/mind-sweets-winter-buddha-baerchen/,2.59 €,3.45€/100g,"Brennwert1365 kJ / 322 kcalFett0,1g- davon gesättigte Fettsäuren0,1gKohlenhydrate78g- davon Zucker57gEiweiß0gSalz0,2g",https://kokku-online.de//bilder/350x350/9837/mind-sweets-winter-buddha-baerchen.auto
312,Vegane Karamell Stange - 72g,Kuhbonbon,- 72g,https://kokku-online.de/kuhbonbon-karamell-stange/,1.99 €,2.76€/100g,"Brennwert1797 kJ / 426 kcalFett12g- davon gesättigte Fettsäuren8,1gKohlenhydrate75g- davon Zucker54gEiweiß3,8gSalz0,28g",https://kokku-online.de//bilder/350x350/9843/kuhbonbon-karamell-stange.auto
313,Double Choc Karamell Bonbons - 165g,Kuhbonbon,- 165g,https://kokku-online.de/kuhbonbon-double-choc-karamell-bonbons/,3.49 €,2.12€/100g,"Brennwert1813 kJ / 430 kcalFett13,0g- davon gesättigte Fettsäuren8,7gKohlenhydrate74g- davon Zucker60gEiweiß3,6gSalz0,32g",https://kokku-online.de//bilder/350x350/9840/kuhbonbon-double-choc-karamell-bonbons.auto
314,Weihnachts-Bärchen °Wintermond° - 75g,mind sweets,- 75g,https://kokku-online.de/mind-sweets-weihnachts-baerchen-wintermond/,2.59 €,3.45€/100g,"Brennwert1365 kJ / 322 kcalFett0,1g- davon gesättigte Fettsäuren0,1gKohlenhydrate78g- davon Zucker57gEiweiß0gSalz<0,2g",https://kokku-online.de//bilder/350x350/9811/mind-sweets-weihnachts-baerchen-wintermond.auto
315,Weihnachts-Bärchen °Bärchenhaus° - 75g,mind sweets,- 75g,https://kokku-online.de/mind-sweets-weihnachts-baerchen-baerchenhaus/,2.59 €,3.45€/100g,"Brennwert1365 kJ / 321 kcalFett0,1g- davon gesättigte Fettsäuren0,1gKohlenhydrate78g- davon Zucker57gEiweiß0gSalz<0,20g",https://kokku-online.de//bilder/350x350/9809/mind-sweets-weihnachts-baerchen-baerchenhaus.auto
316,Zartbitter Printen - 125g,Linea Natura,- 125g,https://kokku-online.de/linea-natura-zartbitter-printen/,3.49 €,2.79€/100g,"Brennwert1826 kJ / 435 kcalFett16,6g- davon gesättigte Fettsäuren9,5gKohlenhydrate63,2g- davon Zucker40,8gEiweiß5,4gSalz0,02g",https://kokku-online.de//bilder/350x350/9978/linea-natura-zartbitter-printen.auto
317,Weihnachts-Bärchen °Schneekugel° - 75g,mind sweets,- 75g,https://kokku-online.de/mind-sweets-weihnachts-baerchen-schneekugel/,2.59 €,3.45€/100g,"Brennwert1365 kJ / 322 kcalFett0,1g- davon gesättigte Fettsäuren0,1gKohlenhydrate78g- davon Zucker57gEiweiß0gSalz0,2g",https://kokku-online.de//bilder/350x350/9836/mind-sweets-weihnachts-baerchen-schneekugel.auto
318,Dinkel Nusskipferl - 150g,Sommer,- 150g,https://kokku-online.de/sommer-dinkel-nusskipferl/,1.99 €,1.33€/100g,"Brennwert2066 kJ / 494 kcalFett25g- davon gesättigte Fettsäuren9,8gKohlenhydrate58g- davon Zucker21gEiweiß7,7gSalz0,12g",https://kokku-online.de//bilder/350x350/9847/sommer-dinkel-nusskipferl.auto
319,Hanfsamen °geschält° - 150g,Hanf & Natur,- 150g,https://kokku-online.de/hanf-und-natur-hanfsamen-geschaelt/,4.29 €,2.86€/100g,"Brennwert2570 kJ / 621 kcalFett52,1g- davon gesättigte Fettsäuren5,45gKohlenhydrate2,8g- davon Zucker2,81gEiweiß32,6gSalz0,01g",https://kokku-online.de//bilder/350x350/9761/hanf-und-natur-hanfsamen-geschaelt.auto
320,Kakaobohnen Peru geröstet - 100g,Zotter,- 100g,https://kokku-online.de/zotter-kakaobohnen-geroestet-mhd-12-11-2021/,bisher 3.99 €,2.99€/100g,"Brennwert2546 kJ / 617 kcalFett54g- davon gesättigte Fettsäuren33gKohlenhydrate11g- davon Zucker0,6gEiweiß14gSalz0,40g",https://kokku-online.de//bilder/350x350/16301/zotter-kakaobohnen-geroestet.auto
321,choc' Orange - gefüllter Doppelkeks - 85g,Pural,- 85g,https://kokku-online.de/pural-choc-orange/,0.99 €,1.16€/100g,"Brennwert2008 kJ / 479 kcalFett20g- davon gesättigte Fettsäuren9gKohlenhydrate67g- davon Zucker28gEiweiß6,0gSalz0,55g",https://kokku-online.de//bilder/350x350/9540/pural-choc-orange.auto
322,Schokolade Kokosmilch - 80g,Rapunzel,- 80g,https://kokku-online.de/rapunzel-kokosmilch-schokolade/,2.29 €,2.86€/100g,"Brennwert2311 kJ / 555 kcalFett37g- davon gesättigte Fettsäuren26gKohlenhydrate48g- davon Zucker38gEiweiß4,8gSalz0,15g",https://kokku-online.de//bilder/350x350/9575/rapunzel-kokosmilch-schokolade.auto
323,°Salbei Kräuter° gefüllte Bonbons - 75g,Bio4You,- 75g,https://kokku-online.de/bio4you-salbei-kraeuter-gefuellte-bonbons/,1.49 €,1.99€/100g,"Brennwert1625 kJ / 382 kcalFett<0,1g- davon gesättigte Fettsäuren<0,1gKohlenhydrate95g- davon Zucker69gEiweiß<0,1gSalz<0,1g",https://kokku-online.de//bilder/350x350/12262/bio4you-salbei-kraeuter-gefuellte-bonbons.auto
324,vegane Schmetterlinge - 125g,BeautySweeties,- 125g,https://kokku-online.de/beautysweeties-vegane-schmetterlinge/,2.29 €,1.83€/100g,"Brennwert1372 kJ / 323 kcalFett0,1g- davon gesättigte Fettsäuren0,1gKohlenhydrate78g- davon Zucker54gEiweiß0gSalz0,2g",https://kokku-online.de//bilder/350x350/9435/beautysweeties-vegane-schmetterlinge.auto
325,Xylital Zahnpflegekaugummi - 19g,Raab,- 19g,https://kokku-online.de/raab-xylital-kaugummi-acai-cassis-minze/,1.69 €,8.89€/100g,"Brennwert656 kJ / 158 kcalFett1,1g- davon gesättigte Fettsäuren0,3gKohlenhydrate61g- davon Zucker<0,5gEiweiß<0,5gSalz<0,01g",https://kokku-online.de//bilder/350x350/9389/raab-xylital-kaugummi-acai-cassis-minze.auto
326,°Eulen° aus dunkler Minzschokolade - 40g,Cocoa Libre,- 40g,https://kokku-online.de/cocoa-libre-eulen-aus-dunkler-minzschokolade/,bisher 2.99 €,7.23€/100g,"Brennwert2291 kJ / 547 kcalFett36,1g- davon gesättigte Fettsäuren22,7gKohlenhydrate46,1g- davon Zucker43,5gEiweiß5,0gSalz<1g",https://kokku-online.de//bilder/350x350/9316/cocoa-libre-eulen-aus-dunkler-minzschokolade.auto
327,So Free Weiße Schokolade Vanille - 70g,Plamil,- 70g,https://kokku-online.de/plamil-weisse-schokolade-vanille/,2.89 €,4.13€/100g,"Brennwert2651 kJ / 638 kcalFett48,8g- davon gesättigte Fettsäuren29,2gKohlenhydrate48,7g- davon Zucker26gEiweiß0,6gSalz0,1g",https://kokku-online.de//bilder/350x350/9319/plamil-weisse-schokolade-vanille.auto
328,Pane Picco Snackbrot - 150g,Sommer,- 150g,https://kokku-online.de/sommer-snackbrot-pane-picco-sesam/,2.29 €,1.53€/100g,"Brennwert1865 kJ / 444 kcalFett15g- davon gesättigte Fettsäuren2,4gKohlenhydrate62g- davon Zucker2,3gEiweiß12gSalz2,12g",https://kokku-online.de//bilder/350x350/17826/sommer-snackbrot-pane-picco-sesam.auto
329,Haselnusswaffeln - 175g,Terrasana,- 175g,https://kokku-online.de/terrasana-haselnusswaffeln/,2.39 €,1.37€/100g,"Brennwert1928 kJ / 461 kcalFett20,6g- davon gesättigte Fettsäuren8gKohlenhydrate61,3g- davon Zucker26,3gEiweiß6gSalz0,6g",https://kokku-online.de//bilder/350x350/8899/terrasana-haselnusswaffeln.auto
330,Kokosmilch Schokolade - 100g,Naturata,- 100g,https://kokku-online.de/naturata-kokos-pur-schokolade/,3.09 €,3.09€/100g,"Brennwert2490 kJ / 599 kcalFett45,0g- davon gesättigte Fettsäuren30,0gKohlenhydrate41,0g- davon Zucker37,0gEiweiß4,5gSalz0,15g",https://kokku-online.de//bilder/350x350/9124/naturata-kokos-pur-schokolade.auto
331,Helles Konfekt °Knusper Krokant Nougat° - 90g,Bernsteinzimmer,- 90g,https://kokku-online.de/bernsteinzimmer-helles-pralinen-konfekt-knusper-krokant-nougat/,9.99 €,11.10€/100g,"Brennwert2449,7 kJ / 585,5 kcalFett40,5g- davon gesättigte Fettsäuren14,6gKohlenhydrate48,4g- davon Zucker32,3gEiweiß5,8gSalz0,4g",https://kokku-online.de//bilder/350x350/9909/bernsteinzimmer-helles-pralinen-konfekt-knusper-krokant-nougat.auto
332,Dolmas Weinblätter gefüllt mit Reis - 280g,Rapunzel,- 280g,https://kokku-online.de/rapunzel-dolmas-weinblaetter-gefuellt-mit-reis/,4.29 €,15.32€/kg,"Brennwert707 kJ / 169 kcalFett7,7g- davon gesättigte Fettsäuren1,1gKohlenhydrate20,1g- davon Zucker3,3gEiweiß2,9gSalz1,5g",https://kokku-online.de//bilder/350x350/8560/rapunzel-dolmas-weinblaetter-gefuellt-mit-reis.auto
333,Schokolade Coconut Milk - 80g,Super Fudgio,- 80g,https://kokku-online.de/super-fudgio-chocolate-coconut-milk/,2.49 €,3.11€/100g,"Brennwert2379 kJ / 570 kcalFett40g- davon gesättigte Fettsäuren27gKohlenhydrate47g- davon Zucker39gEiweiß3,8gSalz0,52g",https://kokku-online.de//bilder/350x350/8532/super-fudgio-chocolate-coconut-milk.auto
334,Schokolade Strawberry - 80g,Super Fudgio,- 80g,https://kokku-online.de/super-fudgio-chocolate-strawberry/,2.49 €,3.11€/100g,"Brennwert2313 kJ / 555 kcalFett36g- davon gesättigte Fettsäuren25gKohlenhydrate50g- davon Zucker41gEiweiß4gSalz0,08g",https://kokku-online.de//bilder/350x350/8531/super-fudgio-chocolate-strawberry.auto
335,Toffee °Strawberry Flavour° - 150g,Super Fudgio,- 150g,https://kokku-online.de/super-fudgio-toffee-strawberry-flavour/,2.99 €,1.99€/100g,"Brennwert1604 kJ / 381 kcalFett12g- davon gesättigte Fettsäuren10gKohlenhydrate62g- davon Zucker55gEiweiß4,4gSalz0,72g",https://kokku-online.de//bilder/350x350/8526/super-fudgio-toffee-strawberry-flavour.auto
336,Toffee °Banana Flavour° - 150g,Super Fudgio,- 150g,https://kokku-online.de/super-fudgio-toffee-banana-flavour/,2.99 €,1.99€/100g,"Brennwert1609 kJ / 383 kcalFett12g- davon gesättigte Fettsäuren10gKohlenhydrate63g- davon Zucker55gEiweiß4,9gSalz0,71g",https://kokku-online.de//bilder/350x350/8525/super-fudgio-toffee-banana-flavour.auto
337,Toffee °Toffee Flavour° - 150g,Super Fudgio,- 150g,https://kokku-online.de/super-fudgio-toffee-toffee-flavour/,2.99 €,1.99€/100g,"Brennwert1610 kJ / 383 kcalFett12g- davon gesättigte Fettsäuren11gKohlenhydrate61g- davon Zucker54gEiweiß5,1gSalz0,73g",https://kokku-online.de//bilder/350x350/8519/super-fudgio-toffee-toffee-flavour.auto
338,Toffee °Coconut Flavour° - 150g,Super Fudgio,- 150g,https://kokku-online.de/super-fudgio-toffee-coconut-flavour/,2.99 €,1.99€/100g,"Brennwert1690 kJ / 402 kcalFett16g- davon gesättigte Fettsäuren14gKohlenhydrate57g- davon Zucker50gEiweiß4,4gSalz0,69g",https://kokku-online.de//bilder/350x350/8523/super-fudgio-toffee-coconut-flavour.auto
339,Küken °Chicks° aus heller Reisschokolade - 100g,Cocoa Libre,- 100g,https://kokku-online.de/cocoa-libre-kueken-reis-schokolade-hell/,bisher 4.99 €,3.99€/100g,"Brennwert2177 kJ / 520 kcalFett33,1g- davon gesättigte Fettsäuren20,7gKohlenhydrate49,4g- davon Zucker37,8gEiweiß1,8gSalz<1g",https://kokku-online.de//bilder/350x350/8563/cocoa-libre-kueken-reis-schokolade-hell.auto
340,Weißes Konfekt °Bourbon Vanille Nougat° - 90g,Bernsteinzimmer,- 90g,https://kokku-online.de/bernsteinzimmer-weisses-konfekt-bourbon-vanille-nougat/,9.99 €,11.10€/100g,"Brennwert2447 kJ / 585 kcalFett38,9g- davon gesättigte Fettsäuren11,4gKohlenhydrate50,5g- davon Zucker46,7gEiweiß5,9gSalz0,4g",https://kokku-online.de//bilder/350x350/15914/bernsteinzimmer-weisses-konfekt-bourbon-vanille-nougat.auto
341,Frühlings-Buddha-Bärchen - 75g,mind sweets,- 75g,https://kokku-online.de/mind-sweets-fruehlings-buddha-baerchen/,2.59 €,3.45€/100g,"Brennwert1365 kJ / 321 kcalFett0,1g- davon gesättigte Fettsäuren0,1gKohlenhydrate78g- davon Zucker57gEiweiß0gSalz<0,20g",https://kokku-online.de//bilder/350x350/10651/mind-sweets-fruehlings-buddha-baerchen.auto
342,Mango Kugeln - 120g,Govinda,- 120g,https://kokku-online.de/govinda-mango-kugeln/,4.49 €,3.74€/100g,"Brennwert1127 kJ / 269 kcalFett2,1g- davon gesättigte Fettsäuren0,5gKohlenhydrate58,5g- davon Zucker14,7gEiweiß2,9gSalz<0,1g",https://kokku-online.de//bilder/350x350/8408/govinda-mango-kugeln.auto
