,links,price,price_gr,nutritions,photo_link
517,https://kokku-online.de/birkengold-zartbitter-schokolade-mit-xylit/,3.19 €,3.19€/100g,"Brennwert1927 kJ / 466 kcalFett34g- davon gesättigte Fettsäuren20,9gKohlenhydrate49g- davon Zucker0,1gEiweiß5,1gSalz<0,01g",https://kokku-online.de//bilder/350x350/10516/birkengold-zartbitter-schokolade-mit-xylit.auto
518,https://kokku-online.de/birkengold-zartbitter-schokolade-haselnuss-ohne-zucker/,2.99 €,2.99€/100g,"Brennwert2001 kJ / 484 kcalFett37g- davon gesättigte Fettsäuren18,6gKohlenhydrate44g- davon Zucker0,4gEiweiß5,8gSalz<0,01g",https://kokku-online.de//bilder/350x350/10515/birkengold-zartbitter-schokolade-haselnuss-ohne-zucker.auto
519,https://kokku-online.de/birkengold-chia-hafer-kekse-mit-xylit/,2.99 €,2.39€/100g,"Brennwert1940 kJ / 465 kcalFett25g- davon gesättigte Fettsäuren3gKohlenhydrate59g- davon Zucker0,26gEiweiß7,2gSalz0,33g",https://kokku-online.de//bilder/350x350/10504/birkengold-chia-hafer-kekse-mit-xylit.auto
520,https://kokku-online.de/birkengold-dinkel-vollkorn-kekse/,2.99 €,2.39€/100g,"Brennwert1945 kJ / 466 kcalFett24g- davon gesättigte Fettsäuren2,8gKohlenhydrate61g- davon Zucker0,47gEiweiß7,9gSalz0,51g",https://kokku-online.de//bilder/350x350/10505/birkengold-dinkel-vollkorn-kekse.auto
521,https://kokku-online.de/go4raw-vollkorn-bagels-classic/,1.39 €,1.39€/100g,"Brennwert1757 kJ / 419 kcalFett13,5g- davon gesättigte Fettsäuren11,5gKohlenhydrate58,7g- davon Zucker1,6gEiweiß10,4gSalz0,9g",https://kokku-online.de//bilder/350x350/10368/go4raw-vollkorn-bagels-classic.auto
522,https://kokku-online.de/go4raw-vollkorn-bagels-7-superseeds/,1.39 €,1.39€/100g,"Brennwert1804 kJ / 431 kcalFett15,9g- davon gesättigte Fettsäuren11,8gKohlenhydrate55,7g- davon Zucker1,5gEiweiß10,8gSalz0,9g",https://kokku-online.de//bilder/350x350/10369/go4raw-vollkorn-bagels-7-superseeds.auto
523,https://kokku-online.de/go4raw-riegel-kurkuma-om/,0.99 €,3.96€/100g,"Brennwert1650 kJ / 393 kcalFett13,01g- davon gesättigte Fettsäuren2,68gKohlenhydrate48g- davon Zucker39gEiweiß16,81gSalz0,02g",https://kokku-online.de//bilder/350x350/10366/go4raw-riegel-kurkuma-om.auto
524,https://kokku-online.de/go4raw-riegel-erdnuss-tahini/,0.99 €,3.96€/100g,"Brennwert1777 kJ / 423 kcalFett13,2g- davon gesättigte Fettsäuren2,1gKohlenhydrate60g- davon Zucker29gEiweiß11,31gSalz0,04g",https://kokku-online.de//bilder/350x350/10364/go4raw-riegel-erdnuss-tahini.auto
525,https://kokku-online.de/naturata-lateinamerika-edelbitter-100-kakao/,3.29 €,4.11€/100g,"Brennwert2610 kJ / 634 kcalFett58g- davon gesättigte Fettsäuren36gKohlenhydrate8g- davon Zucker0,6gEiweiß12gSalz0,02g",https://kokku-online.de//bilder/350x350/10245/naturata-lateinamerika-edelbitter-100-kakao.auto
526,https://kokku-online.de/birkengold-xylit-kaugummi-pfefferminze/,1.39 €,8.18€/100g,"Brennwert739 kJ / 178 kcalFett0g- davon gesättigte Fettsäuren0gKohlenhydrate73g- davon Zucker0gEiweiß0gSalz<0,01g",https://kokku-online.de//bilder/350x350/10102/birkengold-xylit-kaugummi-pfefferminze.auto
527,https://kokku-online.de/birkengold-xylit-kaugummi-frucht/,1.39 €,8.18€/100g,"Brennwert760 kJ / 183 kcalFett0g- davon gesättigte Fettsäuren0gKohlenhydrate75g- davon Zucker0gEiweiß0gSalz<0,01g",https://kokku-online.de//bilder/350x350/10101/birkengold-xylit-kaugummi-frucht.auto
528,https://kokku-online.de/birkengold-xylit-kaugummi-gruene-minze/,1.39 €,8.18€/100g,"Brennwert751 kJ / 180 kcalFett0g- davon gesättigte Fettsäuren0gKohlenhydrate75g- davon Zucker0gEiweiß0gSalz<0,01g",https://kokku-online.de//bilder/350x350/10099/birkengold-xylit-kaugummi-gruene-minze.auto
529,https://kokku-online.de/landgarten-marzipan-in-zartbitter-schokolade/,3.99 €,4.43€/100g,"Brennwert2116 kJ / 506 kcalFett30g- davon gesättigte Fettsäuren12gKohlenhydrate48g- davon Zucker44gEiweiß7,8gSalz0,05g",https://kokku-online.de//bilder/350x350/18830/landgarten-marzipan-in-zartbitter-schokolade.auto
530,https://kokku-online.de/guzmans-guzinos-gemuesesnack-mixed/,1.99 €,4.42€/100g,"Brennwert1709 kJ / 408 kcalFett16g- davon gesättigte Fettsäuren2,2gKohlenhydrate37g- davon Zucker5,9gEiweiß23gSalz1,6g",https://kokku-online.de//bilder/350x350/19124/guzmans-guzinos-gemuesesnack-mixed.auto
531,https://kokku-online.de/guzmans-guzinos-gemuesesnack-tomate/,1.99 €,4.42€/100g,"Brennwert1643 kJ / 393 kcalFett15g- davon gesättigte Fettsäuren2,1gKohlenhydrate37g- davon Zucker5,6gEiweiß21gSalz2,7g",https://kokku-online.de//bilder/350x350/19126/guzmans-guzinos-gemuesesnack-tomate.auto
532,https://kokku-online.de/guzmans-guzinos-gemuesesnack-paprika/,1.99 €,4.42€/100g,"Brennwert1724 kJ / 4123 kcalFett16g- davon gesättigte Fettsäuren2,2gKohlenhydrate38g- davon Zucker5,7gEiweiß24gSalz3,6g",https://kokku-online.de//bilder/350x350/19125/guzmans-guzinos-gemuesesnack-paprika.auto
533,https://kokku-online.de/zotter-kakaobohnen-geroestet/,3.99 €,3.99€/100g,"Brennwert2546 kJ / 617 kcalFett54g- davon gesättigte Fettsäuren33gKohlenhydrate11g- davon Zucker0,6gEiweiß14gSalz0,40g",https://kokku-online.de//bilder/350x350/16301/zotter-kakaobohnen-geroestet.auto
534,https://kokku-online.de/plamil-zartbitter-schokolade-87-prozent/,2.89 €,3.61€/100g,"Brennwert2612 kJ / 632 kcalFett54g- davon gesättigte Fettsäuren33,2gKohlenhydrate20,3g- davon Zucker13,5gEiweiß10,1gSalz0,07g",https://kokku-online.de//bilder/350x350/9320/plamil-zartbitter-schokolade-87-prozent.auto
535,https://kokku-online.de/super-fudgio-chocolate-orange/,2.49 €,3.11€/100g,"Brennwert2318 kJ / 556 kcalFett36g- davon gesättigte Fettsäuren25gKohlenhydrate51g- davon Zucker41gEiweiß3,9gSalz0,08g",https://kokku-online.de//bilder/350x350/8530/super-fudgio-chocolate-orange.auto
536,https://kokku-online.de/super-fudgio-toffee-cocoa-flavour/,2.99 €,1.99€/100g,"Brennwert1610 kJ / 383 kcalFett12g- davon gesättigte Fettsäuren11gKohlenhydrate61g- davon Zucker54gEiweiß5,1gSalz0,73g",https://kokku-online.de//bilder/350x350/8521/super-fudgio-toffee-cocoa-flavour.auto
537,https://kokku-online.de/bernsteinzimmer-helle-schokolade-maplepekan-und-salz/,6.49 €,8.11€/100g,"Brennwert2578,6 kJ / 616,3 kcalFett53,8g- davon gesättigte Fettsäuren20,6gKohlenhydrate40,1g- davon Zucker30,5gEiweiß6,49gSalz1,0g",https://kokku-online.de//bilder/350x350/9914/bernsteinzimmer-helle-schokolade-maplepekan-und-salz.auto
538,https://kokku-online.de/candy-tree-lutscher-kirsche/,0.69 €,5.75€/100g,"Brennwert1546 kJ / 364 kcalFett0,2g- davon gesättigte Fettsäuren0gKohlenhydrate90,1g- davon Zucker55,4gEiweiß0,4gSalz0g",https://kokku-online.de//bilder/350x350/4582/candy-tree-lutscher-kirsche.auto
539,https://kokku-online.de/rapunzel-mints-peppermint-lutschpastillen/,2.49 €,4.98€/100g,"Brennwert1692 kJ / 398 kcalFett0,00g- davon gesättigte Fettsäuren0,00gKohlenhydrate99,5g- davon Zucker99,5gEiweiß0,00gSalz0,01g",https://kokku-online.de//bilder/350x350/8175/rapunzel-mints-peppermint-lutschpastillen.auto
540,https://kokku-online.de/bernsteinzimmer-dunkle-schokolade-gewuerznougat-und-kuerbiskerne/,6.49 €,8.11€/100g,"Brennwert1958,1 kJ / 577,4 kcalFett27,7g- davon gesättigte Fettsäuren16,6gKohlenhydrate40,4g- davon Zucker36,2gEiweiß8,9gSalz0,84g",https://kokku-online.de//bilder/350x350/10267/bernsteinzimmer-dunkle-schokolade-gewuerznougat-und-kuerbiskerne.auto
541,https://kokku-online.de/candy-tree-toffees-fruchtmix-kaubonbons/,1.99 €,2.65€/100g,"Brennwert1565 kJ / 369 kcalFett3,3g- davon gesättigte Fettsäuren2,5gKohlenhydrate84,2g- davon Zucker46,6gEiweiß0,5gSalz0g",https://kokku-online.de//bilder/350x350/7684/candy-tree-toffees-fruchtmix-kaubonbons.auto
542,https://kokku-online.de/rapunzel-sesamini-schoko/,0.59 €,2.19€/100g,"Brennwert2065 kJ / 495 kcalFett28,8g- davon gesättigte Fettsäuren9,1gKohlenhydrate47,2g- davon Zucker37,7gEiweiß8,9gSalz0,1g",https://kokku-online.de//bilder/350x350/7609/rapunzel-sesamini-schoko.auto
543,https://kokku-online.de/rapunzel-rumba-puffreisriegel/,1.29 €,2.58€/100g,"Brennwert2208 kJ / 530 kcalFett33g- davon gesättigte Fettsäuren20gKohlenhydrate51g- davon Zucker36gEiweiß4,7gSalz0,16g",https://kokku-online.de//bilder/350x350/7593/rapunzel-rumba-puffreisriegel.auto
544,https://kokku-online.de/zotter-kakao-nibs-natur/,4.19 €,4.19€/100g,"Brennwert2546 kJ / 617 kcalFett54g- davon gesättigte Fettsäuren33gKohlenhydrate11g- davon Zucker0,6gEiweiß14gSalz0,4g",https://kokku-online.de//bilder/350x350/16299/zotter-kakao-nibs-natur.auto
545,https://kokku-online.de/xyli-gum-kaugummi-icemint/,1.29 €,7.59€/100g,Brennwert724 kJ / 173 kcalFett0g- davon gesättigte Fettsäuren0gKohlenhydrate71g- davon Zucker0gEiweiß0gSalz0g,https://kokku-online.de//bilder/350x350/7382/xyli-gum-kaugummi-icemint.auto
546,https://kokku-online.de/xyli-gum-kaugummi-pfefferminze/,1.29 €,7.59€/100g,Brennwert724 kJ / 173 kcalFett0g- davon gesättigte Fettsäuren0gKohlenhydrate71g- davon Zucker0gEiweiß0gSalz0g,https://kokku-online.de//bilder/350x350/7381/xyli-gum-kaugummi-pfefferminze.auto
