,product,brand,price,weight,kj,kcal,fat,sat_fat,carbs,sugar,fibre,protein,salt,product_link,photo_link,brand_new,cluster,cluster_2
78,Bio gepuffte Mango ,Koro,16.0,0.5,1532.0,362.0,7.0,3.0,82.0,72.0,84.0,30.0,0.0,https://www.korodrogerie.de/bio-gepuffte-mango-500-g,https://koro2.imgix.net/media/image/98/e1/fc/BIO_Gepuffte_Mango_01TPbKjNd56Bk3N.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,3
79,Bio gepuffte Banane ,Koro,12.0,0.5,1521.0,350.0,3.0,0.0,81.0,69.5,95.0,40.0,0.0,https://www.korodrogerie.de/bio-gepuffte-banane-500-g,https://koro2.imgix.net/media/image/bf/d6/d5/BIO_Gepuffte_Banane_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,3
80,Bio Tomatenchips ,Koro,14.0,0.5,1348.0,319.0,33.0,11.0,60.0,46.0,71.0,9.0,8.0,https://www.korodrogerie.de/bio-tomatenchips-500-g,https://koro2.imgix.net/media/image/ff/1b/0e/TOM_003_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
81,Zimtwaffel ,Koro,4.0,0.1,1686.0,399.0,51.0,8.0,76.0,33.0,5.0,97.0,8.0,https://www.korodrogerie.de/zimtwaffel-100-g,https://koro2.imgix.net/media/image/85/e3/23/WAFFEL_001_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
82,Bio Tomatenchips  ,Koro,165.5,3.25,1348.0,319.0,33.0,11.0,60.0,46.0,71.0,90.0,8.0,https://www.korodrogerie.de/bio-tomatenchips-13-x-500-g,https://koro2.imgix.net/media/image/2d/64/f5/TOM_004_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
83,Mandeln mit veganer Kakao Glasur ,Koro,19.5,1.0,2289.0,551.0,38.0,15.0,38.0,28.0,12.0,77.0,13.0,https://www.korodrogerie.de/mandeln-mit-veganer-kakao-glasur-1-kg,https://koro2.imgix.net/media/image/21/1c/7d/VEMAND_001_02.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
84,Cracker Dinkel-Chia ,Koro,4.5,0.5,1689.0,400.0,58.0,9.0,72.0,16.0,37.0,13.0,13.0,https://www.korodrogerie.de/cracker-dinkel-chia-500-g,https://koro2.imgix.net/media/image/64/e8/96/CRACKER_013_02.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
85,Cracker Hanf-Mohnsamen ,Koro,4.5,0.5,1630.0,386.0,54.0,6.0,67.0,18.0,66.0,14.0,13.0,https://www.korodrogerie.de/cracker-hanf-mohnsamen-500-g,https://koro2.imgix.net/media/image/95/af/2d/CRACKER_014_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
86,Cracker Dinkel-Chia  ,Koro,25.0,1.5,1689.0,400.0,58.0,9.0,72.0,16.0,37.0,13.0,13.0,https://www.korodrogerie.de/cracker-dinkel-chia-6-x-500-g,https://koro2.imgix.net/media/image/c2/19/82/Cracker_Dinkel.jpg?auto=compress%2Cformat&w=200&h=200,Koro,3,4
87,Cracker Hanf-Mohnsamen  ,Koro,25.0,1.5,1630.0,386.0,54.0,6.0,67.0,18.0,66.0,14.0,13.0,https://www.korodrogerie.de/cracker-hanf-mohnsamen-6-x-500-g,https://koro2.imgix.net/media/image/cb/b1/f5/CRACKER_016_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
88,Bio gepuffter Apfel  ,Koro,256.0,4.0,1420.0,338.0,4.0,1.0,74.0,70.0,78.0,24.0,7.0,https://www.korodrogerie.de/bio-gepuffter-apfel-16-x-500-g,https://koro2.imgix.net/media/image/f1/10/31/BIO_Gepuffter_Apfel_06.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
89,Bio gepuffte Physalis  ,Koro,216.0,4.0,1646.0,388.0,20.0,4.0,,,15.0,6.0,0.0,https://www.korodrogerie.de/bio-gepuffte-physalis-16-x-500-g,https://koro2.imgix.net/media/image/1e/f9/98/BIO_Gepuffte_Physalis_07aP3yGhipZtwoW.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,2
90,Bio gepuffte Mango  ,Koro,194.0,4.0,1532.0,362.0,7.0,3.0,82.0,72.0,84.0,30.0,0.0,https://www.korodrogerie.de/bio-gepuffte-mango-16-x-500-g,https://koro2.imgix.net/media/image/af/07/6b/BIO_Gepuffte_Mango_06Sa9CERAZYE5x0.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,3
91,Bio gepuffte Banane  ,Koro,137.5,4.0,1521.0,350.0,3.0,0.0,81.0,70.0,95.0,40.0,0.0,https://www.korodrogerie.de/bio-gepuffte-banane-16-x-500-g,https://koro2.imgix.net/media/image/2c/45/15/BIO_Gepuffte_Banane_07.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,3
92,Protein Ball Brownie  ,Koro,16.0,0.0134999999999999,1455.0,423.0,11.0,12.0,50.0,42.0,7.0,16.0,0.0,https://www.korodrogerie.de/protein-ball-brownie-15-x-30-g,https://koro2.imgix.net/media/image/26/ab/27/Protein_Ball_Brownie_06.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,2
93,Bio Flapjack Kakao  ,Koro,22.0,0.0539999999999999,1767.0,423.0,20.0,51.0,45.0,20.0,13.0,95.0,121.0,https://www.korodrogerie.de/bio-flapjack-kakao-15-x-60-g,https://koro2.imgix.net/media/image/f7/69/47/Flapjackkakao.jpg?auto=compress%2Cformat&w=200&h=200,Koro,3,4
94,Bio Veganer Proteinriegel Haselnuss  ,Koro,19.0,0.0431999999999999,1980.0,474.0,27.0,10.0,32.0,27.0,44.0,25.0,3.0,https://www.korodrogerie.de/bio-veganer-proteinriegel-haselnuss-12-x-60-g,https://koro2.imgix.net/media/image/d7/62/fa/RIEGEL_026_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
95,Protein Ball Cookie Dough  ,Koro,14.0,0.0134999999999999,1502.0,356.0,12.0,21.0,47.0,42.0,4.0,20.0,40.0,https://www.korodrogerie.de/protein-ball-cookie-dough-15-x-30-g,https://koro2.imgix.net/media/image/5e/e5/e8/Protein_Balls_Cookie_Dough_05.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
96,Bio Geile Schnitte Schokolade  ,Koro,9.0,0.009,2197.0,518.0,37.0,30.0,39.0,28.0,91.0,54.0,32.0,https://www.korodrogerie.de/bio-geile-schnitte-schokolade-10-x-30-g,https://koro2.imgix.net/media/image/68/cb/5e/Geileschnitte.jpg?auto=compress%2Cformat&w=200&h=200,Koro,3,4
97,Bio Nut Butter Bar Peanut  ,Koro,12.0,0.0107999999999999,1695.0,405.0,17.0,35.0,43.0,34.0,11.0,14.0,21.0,https://www.korodrogerie.de/bio-nut-butter-bar-peanut-12-x-30-g,https://koro2.imgix.net/media/image/01/fb/ab/Nutbutterbar.jpg?auto=compress%2Cformat&w=200&h=200,Koro,3,4
98,Bio Nut Butter Bar Hazelnut  ,Koro,10.0,0.0107999999999999,1955.0,469.0,26.0,2.0,45.0,36.0,10.0,9.0,4.0,https://www.korodrogerie.de/bio-nut-butter-bar-hazelnut-12-x-30-g,https://koro2.imgix.net/media/image/5d/34/4a/RIEGEL_029_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,2
99,Bio Energy Ball Haselnuss  ,Koro,17.5,0.0134999999999999,1548.0,378.0,16.0,28.0,50.0,46.0,60.0,88.0,0.0,https://www.korodrogerie.de/bio-energy-ball-haselnuss-15-x-30-g,https://koro2.imgix.net/media/image/59/ef/0e/EnergyballHaselnussJVmjlJ6JYB2KO.jpg?auto=compress%2Cformat&w=200&h=200,Koro,3,4
100,Bio Energy Ball Pistazie  ,Koro,14.0,0.0134999999999999,1485.0,484.0,17.0,21.0,47.0,44.0,80.0,10.0,1.0,https://www.korodrogerie.de/bio-energy-ball-pistazie-15-x-30-g,https://koro2.imgix.net/media/image/2f/a9/g0/EnergyballPistazie.jpg?auto=compress%2Cformat&w=200&h=200,Koro,3,4
101,Bio Energy Ball Erdnuss  ,Koro,18.0,0.0134999999999999,1481.0,354.0,16.0,33.0,48.0,46.0,60.0,11.0,0.0,https://www.korodrogerie.de/bio-energy-ball-erdnuss-15-x-30-g,https://koro2.imgix.net/media/image/1f/57/97/EnergyballErdnuss.jpg?auto=compress%2Cformat&w=200&h=200,Koro,3,4
102,Bio Energy Ball Salted Peanut  ,Koro,18.5,0.0134999999999999,1679.0,401.0,20.0,35.0,45.0,35.0,70.0,13.0,87.0,https://www.korodrogerie.de/bio-energy-ball-salted-peanut-15-x-30-g,https://koro2.imgix.net/media/image/83/44/b0/PeanutEnergy.jpg?auto=compress%2Cformat&w=200&h=200,Koro,3,4
103,Zimtwaffel  ,Koro,34.0,0.1,1686.0,399.0,51.0,8.0,76.0,33.0,5.0,97.0,8.0,https://www.korodrogerie.de/zimtwaffel-10-x-100-g,https://koro2.imgix.net/media/image/97/12/66/WAFFEL_002_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
104,Bio Rohkostriegel Cashew  ,Koro,15.0,0.03,1683.0,399.0,20.0,36.0,49.0,40.0,4.0,10.0,0.0,https://www.korodrogerie.de/bio-rohkostriegel-cashew-12-x-50-g,https://koro2.imgix.net/media/image/79/9a/c6/RAW_Bar_Cashew_01-1.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,2
105,Bio Rohkostriegel Kakao  ,Koro,12.0,0.03,1683.0,399.0,20.0,36.0,49.0,40.0,4.0,10.0,0.0,https://www.korodrogerie.de/bio-rohkostriegel-kakao-12-x-50-g,https://koro2.imgix.net/media/image/ba/07/3b/RAW_Bar_Kakao-01-1.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,2
106,Bio Rohkostriegel Himbeere  ,Koro,15.5,0.03,1631.0,388.0,18.0,3.0,50.0,43.0,5.0,10.0,0.0,https://www.korodrogerie.de/bio-rohkostriegel-himbeere-12-x-50-g,https://koro2.imgix.net/media/image/a0/9a/2f/RAW_Bar_Himbeere_01-2.jpg?auto=compress%2Cformat&w=900&h=900,Koro,0,2
107,Haferkeks mit Schokodrops ,Koro,3.5,0.2,2057.0,492.0,28.0,13.0,56.0,0.0,42.0,85.0,0.0,https://www.korodrogerie.de/haferkeks-mit-schokodrops-200-g,https://koro2.imgix.net/media/image/d8/d9/aa/Hafer-Cookies-Schokodrops.jpg?auto=compress%2Cformat&w=200&h=200,Koro,3,4
108,Haferkekse mit Schokodrops  ,Koro,36.5,0.4800000000000001,2057.0,492.0,28.0,13.0,56.0,0.0,42.0,85.0,0.0,https://www.korodrogerie.de/haferkekse-mit-schokodrops-12-x-200-g,https://koro2.imgix.net/media/image/e2/2c/b2/Haferkeks_mit_Schokodrops_08.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
109,Gebrannte Haselnüsse Salted Caramel ,Koro,22.0,1.0,2346.0,564.0,37.0,28.0,45.0,43.0,5.0,92.0,94.0,https://www.korodrogerie.de/gebrannte-haselnuesse-salted-caramel-1-kg,https://koro2.imgix.net/media/image/3a/69/e4/HASEL_003_02.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
110,Mandeln mit veganer Kakao Glasur  ,Koro,56.0,3.0,2289.0,551.0,38.0,15.0,38.0,28.0,12.0,77.0,13.0,https://www.korodrogerie.de/mandeln-mit-veganer-kakao-glasur-3-x-1-kg,https://koro2.imgix.net/media/image/8d/4b/86/VEMAND_002_01rf6oHaNPQqllP.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
111,Gebrannte Cashewkerne Salted Caramel ,Koro,23.0,1.0,2143.0,512.0,26.0,52.0,57.0,46.0,24.0,11.0,71.0,https://www.korodrogerie.de/gebrannte-cashewkerne-salted-caramel-1-kg,https://koro2.imgix.net/media/image/31/5d/ca/CASHEW_008_02.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
112,Gebrannte Pekannüsse ,Koro,22.0,1.0,2325.0,556.0,36.0,3.0,53.0,49.0,35.0,55.0,11.0,https://www.korodrogerie.de/gebrannte-pekannuesse-1-kg,https://koro2.imgix.net/media/image/43/8e/34/PEKAN_010_03.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
113,Vegane Schokobrezeln ohne Zuckerzusatz ,Koro,19.5,1.0,1879.0,448.0,16.0,64.0,55.0,11.0,0.0,79.0,22.0,https://www.korodrogerie.de/vegane-schokobrezeln-ohne-zuckerzusatz-1-kg,https://koro2.imgix.net/media/image/a0/58/03/BREZ_003_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
114,Vegane Schokobrezeln ohne Zuckerzusatz  ,Koro,218.0,12.0,1879.0,448.0,16.0,64.0,55.0,11.0,0.0,80.0,22.0,https://www.korodrogerie.de/vegane-schokobrezeln-ohne-zuckerzusatz-12-x-1-kg,https://koro2.imgix.net/media/image/7f/cf/30/BREZ_004_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
115,Gebrannte Erdnüsse Salted Caramel ,Koro,11.5,1.0,2071.0,495.0,25.0,44.0,49.0,46.0,74.0,15.0,85.0,https://www.korodrogerie.de/gebrannte-erdnuesse-salted-caramel-1-kg,https://koro2.imgix.net/media/image/2b/b8/e0/ERDNUSS_021_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
116,Gebrannte Erdnüsse Salted Caramel  ,Koro,126.5,12.0,2071.0,495.0,25.0,44.0,49.0,46.0,74.0,15.0,85.0,https://www.korodrogerie.de/gebrannte-erdnuesse-salted-caramel-12-x-1-kg,https://koro2.imgix.net/media/image/24/76/d3/ERDNUSS_022_06.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
117,Gebrannte Haselnüsse Salted Caramel  ,Koro,251.0,12.0,2346.0,564.0,37.0,28.0,45.0,43.0,50.0,92.0,94.0,https://www.korodrogerie.de/gebrannte-haselnuesse-salted-caramel-12-x-1-kg,https://koro2.imgix.net/media/image/28/3c/60/HASEL_004_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
118,Gebrannte Cashewkerne Salted Caramel  ,Koro,264.0,12.0,2143.0,512.0,26.0,52.0,57.0,46.0,24.0,11.0,71.0,https://www.korodrogerie.de/gebrannte-cashewkerne-salted-caramel-12-x-1-kg,https://koro2.imgix.net/media/image/f4/14/40/CASHEW_009_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
119,Gebrannte Pekannüsse  ,Koro,247.0,12.0,2325.0,556.0,36.0,30.0,53.0,49.0,35.0,55.0,11.0,https://www.korodrogerie.de/gebrannte-pekannuesse-12-x-1-kg,https://koro2.imgix.net/media/image/f5/09/3a/PEKAN_011_01-1.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
120,Edamame geröstet & gesalzen ,Koro,69.0,5.0,1726.0,412.0,14.0,20.0,23.0,10.0,13.0,43.0,13.0,https://www.korodrogerie.de/edamame-geroestet-gesalzen-5-kg,https://koro2.imgix.net/media/image/a4/5d/98/BULK_016.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
121,Snack Feigen ,Koro,10.5,1.0,1088.0,260.0,9.0,0.0,54.0,48.0,98.0,33.0,3.0,https://www.korodrogerie.de/snack-feigen-1-kg,https://koro2.imgix.net/media/image/fc/58/2d/Feigen_1kg_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
122,Snack Feigen  ,Koro,99.0,10.0,1088.0,260.0,9.0,0.0,54.0,48.0,98.0,33.0,3.0,https://www.korodrogerie.de/snack-feigen-10-x-1-kg,https://koro2.imgix.net/media/image/0e/d3/a2/FEIG_009_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
123,Soja Protein Crispies 77 % mit Kakao ,Koro,20.0,1.0,1594.0,381.0,30.0,10.0,12.0,7.0,,77.0,21.0,https://www.korodrogerie.de/soja-protein-crispies-77-mit-kakao-1-kg,https://koro2.imgix.net/media/image/6a/b4/66/Soja-Crispies-KakaoVeKNEFvGAIPWQ.jpg?auto=compress%2Cformat&w=200&h=200,Koro,3,4
124,Lübecker Edelmarzipan-Kartoffeln ,Koro,7.5,0.5,1956.0,467.0,26.0,21.0,43.0,43.0,69.0,11.0,0.0,https://www.korodrogerie.de/luebecker-edelmarzipan-kartoffeln-500-g,https://koro2.imgix.net/media/image/68/92/6e/MARZI_007_02.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,0
125,Bio Edelmarzipan-Kartoffeln ,Koro,12.5,0.5,1931.0,462.0,25.0,22.0,46.0,45.0,6.0,96.0,0.0,https://www.korodrogerie.de/bio-edelmarzipan-kartoffeln-500-g,https://koro2.imgix.net/media/image/8d/99/47/Edelmarzipan-Kartoffeln.jpg?auto=compress%2Cformat&w=200&h=200,Koro,3,2
126,Bio Einkorn Sticks ,Koro,4.0,0.2,1674.0,397.0,69.0,5.0,67.0,6.0,7.0,12.0,8.0,https://www.korodrogerie.de/bio-einkorn-sticks-200-g,https://koro2.imgix.net/media/image/68/bb/4d/EINKORN_001_02.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,2
127,Bio Bruchschokolade Bitter Blaubeere Quinoa  ,Koro,48.5,5.0,2310.0,558.0,42.0,26.0,30.0,20.0,13.0,81.0,13.0,https://www.korodrogerie.de/bio-bruchschokolade-bitter-blaubeere-quinoa-5-x-1-kg,https://koro2.imgix.net/media/image/e9/f7/41/SCHOKO_024_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
128,Lübecker Edelmarzipan-Kartoffeln  ,Koro,37.5,1.5,1956.0,467.0,26.0,21.0,43.0,43.0,69.0,11.0,0.0,https://www.korodrogerie.de/luebecker-edelmarzipan-kartoffeln-6-x-500-g,https://koro2.imgix.net/media/image/73/f6/af/MARZI_008_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,0
129,Bio Energy Ball Salted Hazelnut ,Koro,1.5,0.03,1737.0,412.0,20.0,11.0,52.0,36.0,14.0,74.0,6.0,https://www.korodrogerie.de/bio-energy-ball-salted-hazelnut-30-g,https://koro2.imgix.net/media/image/fd/6b/3d/Eneryball_Salted_Hazelnut_01-1.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
130,Bio Energy Ball Salted Hazelnut  ,Koro,18.5,0.0134999999999999,1737.0,412.0,20.0,11.0,52.0,36.0,14.0,74.0,6.0,https://www.korodrogerie.de/bio-energy-ball-salted-hazelnut-15-x-30-g,https://koro2.imgix.net/media/image/1f/7a/a6/Eneryball_Salted_Hazelnut_085IPDSJE1MUywW.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
131,Bio Energy Ball Cashew-Zimt  ,Koro,18.5,0.0134999999999999,1567.0,390.0,17.0,34.0,53.0,38.0,56.0,95.0,5.0,https://www.korodrogerie.de/bio-energy-ball-cashew-zimt-15-x-30-g,https://koro2.imgix.net/media/image/fa/17/83/Eneryball_Cashew_Zimt_08z3hT8ivtohmrG.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
132,Bio Energy Ball Salted Pistachio ,Koro,2.0,0.03,1597.0,381.0,16.0,37.0,49.0,38.0,64.0,11.0,5.0,https://www.korodrogerie.de/bio-energy-ball-salted-pistachio-30-g,https://koro2.imgix.net/media/image/2c/54/2f/BLISS_19_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
133,Rohkostriegel Erdnuss-Karamell  ,Koro,2.5,0.003675,1065.0,344.0,12.0,16.0,53.0,43.0,65.0,94.0,9.0,https://www.korodrogerie.de/rohkostriegel-erdnuss-karamell-3-x-35-g,https://koro2.imgix.net/media/image/53/a2/78/Rohkostriegel_Erdnuss-Karamell_01rya7eBIb4tE7A.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
134,Rohkostriegel Erdnuss-Karamell   ,Koro,24.5,108.0,1065.0,344.0,12.0,16.0,53.0,43.0,65.0,94.0,9.0,https://www.korodrogerie.de/rohkostriegel-erdnuss-karamell-12-x-3-x-35-g,https://koro2.imgix.net/media/image/7e/07/a2/Rohkostriegel_Erdnuss-Karamell_09-1.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
135,Rohkostriegel Haselnuss-Kakao  ,Koro,2.5,0.003675,1371.0,442.0,13.0,15.0,55.0,50.0,77.0,78.0,0.0,https://www.korodrogerie.de/rohkostriegel-haselnuss-kakao-3-x-35-g,https://koro2.imgix.net/media/image/b8/38/90/RIEGEL_37_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
136,Rohkostriegel Haselnuss-Kakao   ,Koro,24.5,108.0,1371.0,442.0,13.0,15.0,55.0,50.0,77.0,78.0,0.0,https://www.korodrogerie.de/rohkostriegel-haselnuss-kakao-12-x-3-x-35-g,https://koro2.imgix.net/media/image/43/eb/4a/RIEGEL_38_01So75lJkLVuLlY.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
137,Erbsen Protein Crispies 71% ,Koro,20.5,1.0,1711.0,406.0,63.0,13.0,17.0,15.0,,71.0,18.0,https://www.korodrogerie.de/erbsen-protein-crispies-71-1-kg,https://koro2.imgix.net/media/image/8f/93/21/Erbsen-Protein-Crispies_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
138,Bio Edelmarzipan-Kartoffeln  ,Koro,59.5,1.5,1931.0,462.0,25.0,22.0,46.0,45.0,60.0,96.0,0.0,https://www.korodrogerie.de/bio-edelmarzipan-kartoffeln-6-x-500-g,https://koro2.imgix.net/media/image/63/c0/d0/BIO_Edelmarzipan_Kartoffeln_07.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
139,Feigen in Zartbitterschokolade ,Koro,13.0,0.5,1622.0,389.0,17.0,97.0,50.0,48.0,76.0,45.0,0.0,https://www.korodrogerie.de/feigen-in-zartbitterschokolade-500-g,https://koro2.imgix.net/media/image/a3/0a/4d/FEIG_010_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
140,Feigen in Zartbitterschokolade  ,Koro,117.5,2.5,1622.0,389.0,17.0,97.0,50.0,48.0,76.0,45.0,0.0,https://www.korodrogerie.de/feigen-in-zartbitterschokolade-10-x-500-g,https://koro2.imgix.net/media/image/b6/83/e7/FEIG_011_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
141,Kokoskugeln in dunkler Schokolade ,Koro,16.0,1.0,2134.0,512.0,32.0,24.0,48.0,35.0,68.0,44.0,10.0,https://www.korodrogerie.de/kokoskugeln-in-dunkler-schokolade-1-kg,https://koro2.imgix.net/media/image/ee/36/e1/Kokoskugeln_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
142,Ingwer in dunkler Schokolade ,Koro,18.0,1.0,1478.0,417.0,19.0,12.0,56.0,42.0,71.0,34.0,10.0,https://www.korodrogerie.de/ingwer-in-dunkler-schokolade-1-kg,https://koro2.imgix.net/media/image/ed/82/17/Ingwer_in_dunkler_Schokolade_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
143,Pflaumen in dunkler Schokolade ,Koro,16.0,1.0,1594.0,380.0,14.0,91.0,55.0,40.0,71.0,41.0,10.0,https://www.korodrogerie.de/pflaumen-in-dunkler-schokolade-1-kg,https://koro2.imgix.net/media/image/eb/5d/a8/Pflaumen_in_dunkler_Schokolade_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
144,Bio Bruchschokolade Bitter Beeren Mix   ,Koro,66.5,5.0,2370.0,570.0,43.0,27.0,33.0,27.0,12.0,69.0,2.0,https://www.korodrogerie.de/bio-bruchschokolade-bitter-beeren-mix-5-x-1-kg,https://koro2.imgix.net/media/image/33/e2/d2/SCHOKO_012_02.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,0
145,Bio Erbsenflips mit Meersalz ,Koro,3.0,0.15,1664.0,395.0,96.0,16.0,52.0,11.0,85.0,21.0,11.0,https://www.korodrogerie.de/bio-erbsenflips-mit-meersalz-150-g,https://koro2.imgix.net/media/image/2e/09/37/FLIPS_001_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
146,Bio Erbsenflips mit Meersalz  ,Koro,28.0,0.3374999999999999,1664.0,395.0,96.0,16.0,52.0,11.0,85.0,21.0,11.0,https://www.korodrogerie.de/bio-erbsenflips-mit-meersalz-15-x-150-g,https://koro2.imgix.net/media/image/c7/6f/98/FLIPS_002_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
147,Marcona Mandeln mit Salz ,Koro,24.5,1.0,2642.0,639.0,57.0,81.0,22.0,21.0,88.0,25.0,18.0,https://www.korodrogerie.de/marcona-mandeln-mit-salz-1-kg,https://koro2.imgix.net/media/image/a3/1c/3c/Marcona_Mandeln_01-1NS0FQTMZL7HYT.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
148,Vegane Haselnuss Crunchies in dunkler Schokolade ,Koro,25.0,1.0,2267.0,542.0,43.0,16.0,36.0,15.0,82.0,81.0,4.0,https://www.korodrogerie.de/vegane-haselnuss-crunchies-in-dunkler-schokolade-1-kg,https://koro2.imgix.net/media/image/c8/d8/65/Vegane_Haselnuss_Crunchies_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
149,Marcona Mandeln mit Rosmarin ,Koro,24.0,1.0,2642.0,639.0,57.0,81.0,22.0,21.0,88.0,25.0,18.0,https://www.korodrogerie.de/marcona-mandeln-mit-rosmarin-1-kg,https://koro2.imgix.net/media/image/86/e3/72/MARC_001_02.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
150,Marcona Mandeln mit Rosmarin  ,Koro,114.5,5.0,2642.0,639.0,57.0,81.0,22.0,21.0,88.0,25.0,18.0,https://www.korodrogerie.de/marcona-mandeln-mit-rosmarin-5-x-1-kg,https://koro2.imgix.net/media/image/9b/d3/99/MARC_002_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
151,Marcona Mandeln mit Trüffel ,Koro,24.5,1.0,2625.0,636.0,57.0,64.0,17.0,15.0,11.0,24.0,24.0,https://www.korodrogerie.de/marcona-mandeln-mit-trueffel-1-kg,https://koro2.imgix.net/media/image/01/41/5e/MARC_005_01KBUGo4LEll1H7.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
152,Marcona Mandeln mit Trüffel  ,Koro,117.0,5.0,2625.0,636.0,57.0,64.0,17.0,15.0,11.0,24.0,24.0,https://www.korodrogerie.de/marcona-mandeln-mit-trueffel-5-x-1-kg,https://koro2.imgix.net/media/image/07/8d/87/MARC_006_01kCdFH9JsPPP0p.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
153,Schoko Protein Crunchies ohne Zuckerzusatz   ,Koro,155.0,8.0,1875.0,448.0,28.0,12.0,37.0,14.0,83.0,21.0,36.0,https://www.korodrogerie.de/schoko-protein-crunchies-ohne-zuckerzusatz-8-x-1-kg,https://koro2.imgix.net/media/image/30/78/62/PROTEIN_01001xL74SLYEqMZly.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
154,Hanfsamen Crunchies in veganer Schokolade ,Koro,25.0,1.0,2310.0,552.0,41.0,15.0,29.0,11.0,73.0,17.0,2.0,https://www.korodrogerie.de/hanfsamen-crunchies-in-veganer-schokolade-1-kg,https://koro2.imgix.net/media/image/d7/f0/d5/Hanfsamen_Crunchies_01.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
155,Veganer Proteinriegel Schokolade Brownie ,Koro,2.0,0.055,1616.0,374.0,17.0,9.0,38.0,7.0,13.0,24.0,39.0,https://www.korodrogerie.de/veganer-proteinriegel-schokolade-brownie-55-g,https://koro2.imgix.net/media/image/e8/72/6c/Veganer_Proteinriegel_Schokolade_Brownie_01toe8WSqryLgOx.jpg?auto=compress%2Cformat&w=900&h=900,Koro,3,4
